City,Timestamp,AQI,PM2.5,PM10,CO,NO2,SO2,O3,Latitude,Longitude
Mumbai,2025-06-26 06:04:52,270,173.4,353.56,2.49,6.25,3.97,33.03,19.076,72.8777
Mumbai,2025-06-27 02:04:52,300,183.51,387.15,0.39,23.71,12.77,75.58,19.076,72.8777
Mumbai,2025-06-27 01:04:52,128,66.28,185.7,1.41,185.92,34.54,26.7,19.076,72.8777
Mumbai,2025-06-27 15:04:52,223,81.35,386.48,1.81,82.25,81.52,136.5,19.076,72.8777
Mumbai,2025-06-25 20:04:52,82,96.82,70.24,0.65,117.89,69.93,15.33,19.076,72.8777
Mumbai,2025-06-29 09:04:52,59,11.18,89.41,0.89,159.42,141.52,90.53,19.076,72.8777
Mumbai,2025-06-23 19:04:52,153,89.51,208.22,0.33,126.18,136.77,164.85,19.076,72.8777
Mumbai,2025-06-25 19:04:52,123,225.7,35.2,1.04,50.16,126.13,127.39,19.076,72.8777
Mumbai,2025-06-26 09:04:52,189,220.04,175.03,1.74,84.41,7.32,36.47,19.076,72.8777
Mumbai,2025-06-27 09:04:52,173,140.95,191.37,0.38,107.81,42.31,163.71,19.076,72.8777
Mumbai,2025-06-29 19:04:52,219,247.99,171.58,1.97,39.71,120.42,114.63,19.076,72.8777
Mumbai,2025-06-26 14:04:52,236,104.16,372.11,0.93,67.32,62.94,124.1,19.076,72.8777
Mumbai,2025-06-26 04:04:52,201,242.89,165.84,1.76,156.85,39.96,128.25,19.076,72.8777
Mumbai,2025-06-25 04:04:52,281,267.58,289.42,0.2,121.81,111.1,119.67,19.076,72.8777
Mumbai,2025-06-26 06:04:52,179,273.6,55.45,1.03,70.47,126.26,176.89,19.076,72.8777
Mumbai,2025-06-29 00:04:52,119,197.68,68.75,2.19,11.86,99.86,14.06,19.076,72.8777
Mumbai,2025-06-27 09:04:52,34,42.05,32.95,0.29,34.19,20.39,6.27,19.076,72.8777
Mumbai,2025-06-27 00:04:52,276,145.42,370.9,0.94,171.48,103.7,34.47,19.076,72.8777
Mumbai,2025-06-29 13:04:52,263,178.67,358.08,0.19,127.18,134.17,7.0,19.076,72.8777
Mumbai,2025-06-28 20:04:52,184,244.27,160.21,0.61,191.85,49.92,14.05,19.076,72.8777
Mumbai,2025-06-23 19:04:52,129,74.48,171.61,0.43,74.34,142.84,171.38,19.076,72.8777
Mumbai,2025-06-29 02:04:52,275,112.6,398.98,0.52,17.48,70.48,107.35,19.076,72.8777
Mumbai,2025-06-25 11:04:52,307,229.37,396.42,0.43,98.14,131.82,148.38,19.076,72.8777
Mumbai,2025-06-29 02:04:52,189,56.26,288.31,2.1,27.0,79.24,157.35,19.076,72.8777
Mumbai,2025-06-28 14:04:52,298,191.96,368.67,0.11,11.64,104.95,175.04,19.076,72.8777
Mumbai,2025-06-24 19:04:52,134,17.59,228.16,0.43,52.97,25.85,100.15,19.076,72.8777
Mumbai,2025-06-26 14:04:52,149,207.56,114.4,1.46,168.35,29.43,28.29,19.076,72.8777
Mumbai,2025-06-28 19:04:52,129,178.66,114.23,2.5,47.68,89.98,38.22,19.076,72.8777
Mumbai,2025-06-26 23:04:52,61,77.84,54.94,1.74,129.93,128.56,110.81,19.076,72.8777
Mumbai,2025-06-24 05:04:52,240,243.91,243.39,1.67,105.08,54.51,77.37,19.076,72.8777
Mumbai,2025-06-27 20:04:52,84,90.28,115.02,1.3,56.55,80.02,10.09,19.076,72.8777
Mumbai,2025-06-28 01:04:52,158,170.79,111.47,0.95,167.44,114.45,53.35,19.076,72.8777
Mumbai,2025-06-30 04:04:52,246,254.47,246.01,1.5,194.31,137.74,116.72,19.076,72.8777
Mumbai,2025-06-23 10:04:52,162,109.79,190.45,2.29,143.46,57.31,144.24,19.076,72.8777
Mumbai,2025-06-28 20:04:52,159,156.49,145.2,0.9,81.33,77.53,7.55,19.076,72.8777
Mumbai,2025-06-29 08:04:52,343,293.59,386.34,0.74,193.35,113.87,50.16,19.076,72.8777
Mumbai,2025-06-26 10:04:52,85,30.15,129.42,2.12,130.63,15.93,84.27,19.076,72.8777
Mumbai,2025-06-24 15:04:52,263,135.96,354.04,2.43,77.74,114.45,74.21,19.076,72.8777
Mumbai,2025-06-25 04:04:52,67,146.02,25.75,1.52,136.06,120.14,139.85,19.076,72.8777
Mumbai,2025-06-27 03:04:52,234,295.27,187.18,0.36,165.65,59.72,49.62,19.076,72.8777
Mumbai,2025-06-23 17:04:52,164,226.17,68.6,1.86,22.52,147.84,30.41,19.076,72.8777
Mumbai,2025-06-25 01:04:52,59,57.71,34.06,2.44,96.98,95.82,7.74,19.076,72.8777
Mumbai,2025-06-28 21:04:52,271,149.2,389.86,1.34,97.54,98.15,56.52,19.076,72.8777
Mumbai,2025-06-29 14:04:52,260,292.46,244.51,0.85,110.57,128.15,85.44,19.076,72.8777
Mumbai,2025-06-27 00:04:52,121,47.35,215.96,2.22,102.93,112.14,160.46,19.076,72.8777
Mumbai,2025-06-25 17:04:52,216,253.44,141.47,0.34,85.87,84.84,171.08,19.076,72.8777
Mumbai,2025-06-27 22:04:52,191,130.13,263.17,0.93,52.85,123.41,134.95,19.076,72.8777
Mumbai,2025-06-24 18:04:52,134,153.09,106.39,2.49,152.64,121.02,77.04,19.076,72.8777
Mumbai,2025-06-25 15:04:52,153,206.78,117.64,1.02,55.63,148.8,12.53,19.076,72.8777
Mumbai,2025-06-29 09:04:52,9,18.56,25.34,1.85,59.32,57.92,177.71,19.076,72.8777
Mumbai,2025-06-25 05:04:52,294,226.81,379.96,2.37,119.28,20.5,64.72,19.076,72.8777
Mumbai,2025-06-29 07:04:52,271,298.37,223.24,1.55,38.42,111.6,164.84,19.076,72.8777
Mumbai,2025-06-23 07:04:52,193,228.5,193.61,0.35,97.98,7.41,38.0,19.076,72.8777
Mumbai,2025-06-24 18:04:52,181,19.31,378.74,2.17,60.15,111.56,12.56,19.076,72.8777
Mumbai,2025-06-28 06:04:52,166,261.39,62.25,1.61,33.7,55.73,102.77,19.076,72.8777
Mumbai,2025-06-28 19:04:52,195,139.95,271.72,1.74,91.87,139.16,95.53,19.076,72.8777
Mumbai,2025-06-25 05:04:52,66,65.81,60.41,2.23,102.56,60.0,130.88,19.076,72.8777
Mumbai,2025-06-23 06:04:52,299,246.47,387.29,1.8,10.93,119.88,124.67,19.076,72.8777
Mumbai,2025-06-27 03:04:52,200,200.15,162.87,2.22,72.83,57.59,73.9,19.076,72.8777
Mumbai,2025-06-25 07:04:52,147,284.23,31.56,0.79,36.31,30.31,156.97,19.076,72.8777
Mumbai,2025-06-25 11:04:52,79,57.78,63.4,1.65,103.07,122.0,53.06,19.076,72.8777
Mumbai,2025-06-28 15:04:52,124,25.37,204.52,1.77,147.52,73.33,130.73,19.076,72.8777
Mumbai,2025-06-26 14:04:52,144,79.65,196.28,2.12,187.95,136.81,155.47,19.076,72.8777
Mumbai,2025-06-23 08:04:52,264,158.84,368.27,0.52,115.37,31.77,152.66,19.076,72.8777
Mumbai,2025-06-27 19:04:52,249,291.03,191.0,2.27,29.69,58.35,41.99,19.076,72.8777
Mumbai,2025-06-28 08:04:52,102,204.9,31.94,1.98,84.14,65.94,79.25,19.076,72.8777
Mumbai,2025-06-27 18:04:52,153,199.29,129.58,2.37,146.94,123.35,149.82,19.076,72.8777
Mumbai,2025-06-26 11:04:52,226,165.37,276.56,2.41,179.58,56.21,172.75,19.076,72.8777
Mumbai,2025-06-23 04:04:52,294,249.24,359.01,1.73,30.12,128.96,172.54,19.076,72.8777
Mumbai,2025-06-29 14:04:52,222,151.52,255.44,0.37,90.26,134.36,80.26,19.076,72.8777
Mumbai,2025-06-29 06:04:52,129,99.59,186.49,0.37,199.47,113.06,84.01,19.076,72.8777
Mumbai,2025-06-27 02:04:52,156,199.04,139.09,0.27,93.18,71.47,150.46,19.076,72.8777
Mumbai,2025-06-23 17:04:52,127,105.4,114.52,1.42,28.26,77.02,154.88,19.076,72.8777
Mumbai,2025-06-28 21:04:52,69,75.48,39.57,2.46,32.56,148.96,55.21,19.076,72.8777
Mumbai,2025-06-23 22:04:52,233,246.2,260.71,1.3,33.6,137.0,154.01,19.076,72.8777
Mumbai,2025-06-25 03:04:52,45,85.15,46.43,2.46,106.78,139.54,149.01,19.076,72.8777
Mumbai,2025-06-25 15:04:52,160,177.14,175.55,0.41,198.06,78.98,164.16,19.076,72.8777
Mumbai,2025-06-24 00:04:52,248,116.53,371.01,1.33,172.56,6.23,58.55,19.076,72.8777
Mumbai,2025-06-26 10:04:52,154,237.6,82.52,1.58,56.78,77.42,47.44,19.076,72.8777
Mumbai,2025-06-24 22:04:52,179,181.47,156.66,0.34,84.42,142.75,135.43,19.076,72.8777
Mumbai,2025-06-29 13:04:52,236,216.95,271.49,1.34,43.18,34.15,111.58,19.076,72.8777
Mumbai,2025-06-27 21:04:52,175,140.07,174.43,1.36,147.67,58.95,24.23,19.076,72.8777
Mumbai,2025-06-27 11:04:52,172,146.12,202.33,1.68,97.84,86.29,129.92,19.076,72.8777
Mumbai,2025-06-29 07:04:52,215,214.17,218.97,2.43,45.43,92.67,102.86,19.076,72.8777
Mumbai,2025-06-23 11:04:52,165,245.96,66.39,1.29,130.06,138.27,118.43,19.076,72.8777
Mumbai,2025-06-25 21:04:52,183,176.11,210.97,1.78,168.11,101.14,44.31,19.076,72.8777
Mumbai,2025-06-29 04:04:52,207,180.39,212.82,1.2,26.66,108.8,116.63,19.076,72.8777
Mumbai,2025-06-29 17:04:52,313,288.95,314.86,2.25,168.5,20.17,140.83,19.076,72.8777
Mumbai,2025-06-28 21:04:52,345,284.14,393.66,0.4,50.84,143.94,105.47,19.076,72.8777
Mumbai,2025-06-28 10:04:52,175,157.78,201.12,1.35,33.51,148.55,126.45,19.076,72.8777
Mumbai,2025-06-26 12:04:52,104,16.66,188.87,1.04,115.22,29.2,15.48,19.076,72.8777
Mumbai,2025-06-24 20:04:52,261,220.24,281.69,1.51,39.72,80.65,158.64,19.076,72.8777
Mumbai,2025-06-28 05:04:52,241,274.68,202.6,0.22,199.81,122.98,161.47,19.076,72.8777
Mumbai,2025-06-24 21:04:52,225,114.5,316.85,1.26,34.16,107.09,48.05,19.076,72.8777
Mumbai,2025-06-26 04:04:52,58,85.04,60.25,0.54,146.94,9.79,8.61,19.076,72.8777
Mumbai,2025-06-27 18:04:52,46,59.13,54.29,2.36,126.78,22.16,18.43,19.076,72.8777
Mumbai,2025-06-23 05:04:52,177,77.03,262.14,1.06,108.38,47.63,132.24,19.076,72.8777
Mumbai,2025-06-28 10:04:52,196,147.59,236.58,0.57,113.02,114.81,63.69,19.076,72.8777
Mumbai,2025-06-27 03:04:52,220,249.83,181.43,2.42,130.79,64.1,102.53,19.076,72.8777
Mumbai,2025-06-25 11:04:52,305,249.63,388.97,1.96,19.03,58.48,155.34,19.076,72.8777
Mumbai,2025-06-25 13:04:52,160,214.96,108.58,2.08,83.68,5.04,159.04,19.076,72.8777
Mumbai,2025-06-23 21:04:52,131,48.1,174.71,1.07,179.28,100.97,94.39,19.076,72.8777
Mumbai,2025-06-26 10:04:52,153,18.08,299.6,2.46,182.61,58.0,137.44,19.076,72.8777
Mumbai,2025-06-27 07:04:52,200,105.45,270.59,1.37,83.67,137.59,144.97,19.076,72.8777
Mumbai,2025-06-25 23:04:52,185,261.77,114.61,1.83,75.42,89.94,158.63,19.076,72.8777
Mumbai,2025-06-27 21:04:52,255,211.28,285.42,0.86,182.62,64.2,105.76,19.076,72.8777
Mumbai,2025-06-27 14:04:52,43,104.35,21.29,2.26,126.82,102.32,162.57,19.076,72.8777
Mumbai,2025-06-25 07:04:52,265,284.32,281.95,1.35,8.87,25.01,83.97,19.076,72.8777
Mumbai,2025-06-28 09:04:52,159,67.67,227.64,1.23,106.66,67.76,152.64,19.076,72.8777
Mumbai,2025-06-27 06:04:52,175,83.77,291.93,2.37,119.28,105.78,154.15,19.076,72.8777
Mumbai,2025-06-27 17:04:52,192,264.3,153.51,2.4,161.13,10.08,30.49,19.076,72.8777
Mumbai,2025-06-24 18:04:52,66,51.77,108.82,2.33,124.13,71.28,134.57,19.076,72.8777
Mumbai,2025-06-23 15:04:52,244,88.09,381.96,1.95,199.45,67.26,89.1,19.076,72.8777
Mumbai,2025-06-24 22:04:52,165,18.79,272.16,1.51,164.28,48.82,138.14,19.076,72.8777
Mumbai,2025-06-26 15:04:52,128,61.5,224.99,2.48,58.42,96.54,108.11,19.076,72.8777
Mumbai,2025-06-24 01:04:52,344,252.49,399.13,0.5,166.43,65.64,66.0,19.076,72.8777
Mumbai,2025-06-28 10:04:52,343,294.29,368.88,0.29,142.44,63.42,162.96,19.076,72.8777
Mumbai,2025-06-24 17:04:52,202,258.88,166.69,0.67,47.95,115.53,78.74,19.076,72.8777
Mumbai,2025-06-27 19:04:52,220,241.2,193.09,1.15,92.92,105.41,97.78,19.076,72.8777
Mumbai,2025-06-24 19:04:52,53,52.13,55.71,1.16,192.11,85.18,40.69,19.076,72.8777
Mumbai,2025-06-27 01:04:52,179,60.14,336.74,2.26,109.12,95.73,127.65,19.076,72.8777
Mumbai,2025-06-29 09:04:52,81,31.03,139.64,1.35,175.73,133.02,56.35,19.076,72.8777
Mumbai,2025-06-27 18:04:52,219,284.88,161.78,2.27,58.57,32.24,60.81,19.076,72.8777
Mumbai,2025-06-28 22:04:52,188,24.57,334.42,2.13,122.33,126.04,13.51,19.076,72.8777
Mumbai,2025-06-29 20:04:52,207,142.17,258.34,0.42,195.42,66.13,38.77,19.076,72.8777
Mumbai,2025-06-30 02:04:52,138,239.61,63.4,1.22,151.79,27.87,126.55,19.076,72.8777
Mumbai,2025-06-26 01:04:52,197,288.69,132.1,0.49,57.78,10.79,42.94,19.076,72.8777
Mumbai,2025-06-26 04:04:52,172,286.1,87.1,2.47,147.86,10.83,133.47,19.076,72.8777
Mumbai,2025-06-28 14:04:52,231,271.7,206.94,1.72,182.51,65.98,123.12,19.076,72.8777
Mumbai,2025-06-24 17:04:52,191,270.04,89.88,1.22,165.63,47.77,52.2,19.076,72.8777
Mumbai,2025-06-29 12:04:52,114,44.69,211.08,2.13,111.39,52.24,118.54,19.076,72.8777
Mumbai,2025-06-28 18:04:52,125,151.26,116.22,1.37,161.74,88.34,46.33,19.076,72.8777
Mumbai,2025-06-25 22:04:52,145,67.02,191.24,0.85,91.54,40.42,113.09,19.076,72.8777
Mumbai,2025-06-27 14:04:52,163,121.58,193.5,1.47,160.69,85.5,116.94,19.076,72.8777
Mumbai,2025-06-29 03:04:52,212,269.89,175.33,2.23,118.36,6.79,6.35,19.076,72.8777
Mumbai,2025-06-23 13:04:52,185,231.86,147.31,1.93,56.93,105.57,40.55,19.076,72.8777
Mumbai,2025-06-27 01:04:52,283,208.42,389.68,0.36,188.86,40.24,76.37,19.076,72.8777
Mumbai,2025-06-24 03:04:52,257,248.81,242.36,0.16,115.33,78.83,40.15,19.076,72.8777
Mumbai,2025-06-29 13:04:52,75,123.28,27.76,0.52,110.86,30.69,93.28,19.076,72.8777
Mumbai,2025-06-30 04:04:52,237,218.38,293.04,0.7,178.15,10.18,14.65,19.076,72.8777
Mumbai,2025-06-28 09:04:52,152,270.53,71.21,2.0,147.21,61.84,34.17,19.076,72.8777
Mumbai,2025-06-24 05:04:52,79,98.56,53.19,2.14,152.87,25.1,148.86,19.076,72.8777
Mumbai,2025-06-27 05:04:52,229,120.01,352.11,0.19,103.33,61.61,171.05,19.076,72.8777
Mumbai,2025-06-26 12:04:52,146,190.04,76.83,1.98,192.39,91.1,152.02,19.076,72.8777
Mumbai,2025-06-24 03:04:52,278,252.7,272.9,1.6,42.7,43.45,94.61,19.076,72.8777
Mumbai,2025-06-25 02:04:52,124,90.23,161.02,0.54,30.29,76.08,150.11,19.076,72.8777
Mumbai,2025-06-29 15:04:52,159,47.9,269.51,1.62,100.34,134.83,179.7,19.076,72.8777
Mumbai,2025-06-26 22:04:52,145,174.07,122.87,2.08,103.65,78.24,129.34,19.076,72.8777
Mumbai,2025-06-25 09:04:52,328,294.6,374.12,0.87,157.4,97.5,174.8,19.076,72.8777
Mumbai,2025-06-26 21:04:52,57,30.58,54.62,1.15,128.4,143.61,75.23,19.076,72.8777
Mumbai,2025-06-23 12:04:52,229,276.22,192.91,1.05,146.5,19.95,41.52,19.076,72.8777
Mumbai,2025-06-28 14:04:52,199,248.52,171.89,0.29,38.04,28.31,179.58,19.076,72.8777
Mumbai,2025-06-26 18:04:52,116,134.87,122.46,2.0,130.2,109.14,179.76,19.076,72.8777
Mumbai,2025-06-27 07:04:52,195,111.39,278.61,0.79,185.12,77.98,93.17,19.076,72.8777
Mumbai,2025-06-25 05:04:52,107,53.74,123.45,1.89,118.65,6.98,98.68,19.076,72.8777
Mumbai,2025-06-27 14:04:52,47,14.09,94.9,1.95,126.37,146.43,117.0,19.076,72.8777
Mumbai,2025-06-29 09:04:52,289,231.66,326.76,1.19,199.5,59.91,22.73,19.076,72.8777
Mumbai,2025-06-24 05:04:52,206,148.04,296.61,0.11,193.97,42.39,80.56,19.076,72.8777
Mumbai,2025-06-27 19:04:52,302,285.09,318.7,1.02,88.69,135.52,100.22,19.076,72.8777
Mumbai,2025-06-25 21:04:52,65,87.12,57.37,1.61,31.19,97.76,69.9,19.076,72.8777
Mumbai,2025-06-28 13:04:52,98,37.16,128.18,1.52,125.52,77.55,9.15,19.076,72.8777
Mumbai,2025-06-25 17:04:52,215,206.93,201.56,1.37,55.42,21.04,156.4,19.076,72.8777
Mumbai,2025-06-24 21:04:52,63,108.84,52.22,0.46,104.48,88.08,49.4,19.076,72.8777
Mumbai,2025-06-25 15:04:52,194,176.87,205.7,0.16,154.57,97.83,109.69,19.076,72.8777
Mumbai,2025-06-27 10:04:52,245,207.47,259.19,1.7,130.56,17.97,20.44,19.076,72.8777
Mumbai,2025-06-30 00:04:52,222,75.95,388.95,2.12,95.14,142.18,154.34,19.076,72.8777
Mumbai,2025-06-29 00:04:52,257,98.22,384.14,0.45,43.45,59.85,87.68,19.076,72.8777
Mumbai,2025-06-25 11:04:52,78,103.61,76.78,0.67,27.8,85.1,84.38,19.076,72.8777
Mumbai,2025-06-27 00:04:52,59,14.7,142.47,2.31,138.94,114.96,60.35,19.076,72.8777
Mumbai,2025-06-27 05:04:52,199,206.67,201.34,2.11,82.02,114.01,54.86,19.076,72.8777
Mumbai,2025-06-24 06:04:52,154,72.71,209.84,0.12,142.71,110.62,155.81,19.076,72.8777
Mumbai,2025-06-30 02:04:52,132,102.02,126.64,1.57,104.23,87.91,6.8,19.076,72.8777
Mumbai,2025-06-26 21:04:52,110,159.81,44.59,1.67,50.55,79.33,139.95,19.076,72.8777
Mumbai,2025-06-25 13:04:52,165,118.78,188.88,0.18,195.36,52.27,138.99,19.076,72.8777
Mumbai,2025-06-25 07:04:52,247,226.21,266.06,0.44,48.67,99.1,171.29,19.076,72.8777
Mumbai,2025-06-29 23:04:52,138,26.99,269.86,0.3,147.87,136.13,85.44,19.076,72.8777
Mumbai,2025-06-24 21:04:52,174,225.13,84.31,1.27,145.16,118.76,158.44,19.076,72.8777
Mumbai,2025-06-29 20:04:52,171,71.77,262.34,1.84,154.13,71.46,21.52,19.076,72.8777
Mumbai,2025-06-28 23:04:52,178,223.59,135.05,2.09,194.45,24.85,40.67,19.076,72.8777
Mumbai,2025-06-29 17:04:52,236,276.84,216.22,0.65,78.6,81.13,9.12,19.076,72.8777
Mumbai,2025-06-27 12:04:52,233,173.19,294.21,1.66,120.45,91.84,74.86,19.076,72.8777
Mumbai,2025-06-28 05:04:52,313,263.69,325.7,0.14,37.09,100.88,5.07,19.076,72.8777
Mumbai,2025-06-26 08:04:52,259,244.03,247.37,0.77,147.94,85.62,74.43,19.076,72.8777
Mumbai,2025-06-23 05:04:52,96,94.95,85.13,0.78,43.23,40.36,92.74,19.076,72.8777
Mumbai,2025-06-28 23:04:52,219,274.83,191.55,1.42,73.1,89.3,84.8,19.076,72.8777
Mumbai,2025-06-23 07:04:52,125,45.65,221.37,0.9,45.6,9.63,162.5,19.076,72.8777
Mumbai,2025-06-25 18:04:52,282,251.69,296.69,0.61,163.36,79.83,13.51,19.076,72.8777
Mumbai,2025-06-28 09:04:52,186,50.54,348.87,1.2,135.36,29.1,160.12,19.076,72.8777
Mumbai,2025-06-24 14:04:52,229,70.9,354.09,1.37,34.79,21.21,102.5,19.076,72.8777
Mumbai,2025-06-28 00:04:52,263,137.58,390.04,0.8,192.63,108.21,69.43,19.076,72.8777
Mumbai,2025-06-28 03:04:52,241,274.44,187.79,1.44,64.28,71.06,168.77,19.076,72.8777
Mumbai,2025-06-26 14:04:52,147,34.21,233.31,2.42,18.63,131.49,79.99,19.076,72.8777
Mumbai,2025-06-29 03:04:52,213,106.84,288.24,0.38,158.72,40.86,107.9,19.076,72.8777
Mumbai,2025-06-25 16:04:52,249,171.71,294.71,1.7,151.73,40.62,36.84,19.076,72.8777
Mumbai,2025-06-24 21:04:52,171,27.47,318.8,1.61,69.06,83.95,61.41,19.076,72.8777
Mumbai,2025-06-27 10:04:52,224,129.81,342.39,1.38,41.23,26.57,61.65,19.076,72.8777
Mumbai,2025-06-26 21:04:52,188,181.15,214.55,1.07,194.4,143.5,96.53,19.076,72.8777
Mumbai,2025-06-27 19:04:52,142,114.76,130.57,0.98,163.91,5.13,98.42,19.076,72.8777
Mumbai,2025-06-28 02:04:52,290,207.34,377.5,1.81,171.51,89.42,6.11,19.076,72.8777
Mumbai,2025-06-29 13:04:52,85,75.49,85.28,1.06,151.63,41.33,139.25,19.076,72.8777
Mumbai,2025-06-25 05:04:52,166,159.85,155.92,1.2,162.13,142.34,109.2,19.076,72.8777
Mumbai,2025-06-30 03:04:52,113,195.84,56.15,2.37,112.29,56.72,156.33,19.076,72.8777
Mumbai,2025-06-28 17:04:52,79,83.54,80.32,1.88,32.79,146.69,15.5,19.076,72.8777
Mumbai,2025-06-28 06:04:52,240,144.21,340.19,0.34,69.16,92.71,106.07,19.076,72.8777
Mumbai,2025-06-27 03:04:52,160,181.85,179.63,0.75,178.32,12.89,152.84,19.076,72.8777
Mumbai,2025-06-27 20:04:52,226,130.62,303.07,1.62,12.29,22.7,179.61,19.076,72.8777
Mumbai,2025-06-25 14:04:52,201,281.46,115.3,0.18,115.56,79.43,12.53,19.076,72.8777
Mumbai,2025-06-24 07:04:52,326,262.2,394.85,1.42,169.97,48.2,127.77,19.076,72.8777
Mumbai,2025-06-29 19:04:52,128,27.22,200.64,2.32,35.36,41.41,87.28,19.076,72.8777
Mumbai,2025-06-26 21:04:52,346,254.15,398.63,1.38,179.06,70.49,32.34,19.076,72.8777
Mumbai,2025-06-23 23:04:52,343,286.49,397.37,2.45,135.02,75.58,99.79,19.076,72.8777
Mumbai,2025-06-24 03:04:52,44,14.0,89.83,1.2,19.36,130.39,93.37,19.076,72.8777
Mumbai,2025-06-29 21:04:52,206,70.03,374.4,1.54,109.58,44.7,11.14,19.076,72.8777
Mumbai,2025-06-27 10:04:52,230,136.02,290.79,0.9,126.8,124.55,171.72,19.076,72.8777
Mumbai,2025-06-26 04:04:52,123,14.71,198.01,2.37,41.86,78.4,13.59,19.076,72.8777
Mumbai,2025-06-29 12:04:52,179,239.17,151.61,0.68,197.18,79.98,11.64,19.076,72.8777
Mumbai,2025-06-29 03:04:52,225,254.85,169.74,1.79,153.55,68.29,103.58,19.076,72.8777
Mumbai,2025-06-28 16:04:52,197,39.75,334.45,0.2,179.53,106.73,10.43,19.076,72.8777
Mumbai,2025-06-23 20:04:52,252,117.97,346.81,2.38,150.14,73.68,144.53,19.076,72.8777
Mumbai,2025-06-29 09:04:52,194,236.26,186.84,2.3,78.36,29.01,17.67,19.076,72.8777
Mumbai,2025-06-27 04:04:52,284,194.75,354.75,2.23,156.9,112.98,66.17,19.076,72.8777
Mumbai,2025-06-27 05:04:52,287,228.34,354.54,2.11,183.85,113.49,149.35,19.076,72.8777
Mumbai,2025-06-25 23:04:52,310,252.65,396.85,0.81,49.05,84.18,6.15,19.076,72.8777
Mumbai,2025-06-27 03:04:52,241,259.59,221.93,2.14,14.8,49.08,47.87,19.076,72.8777
Mumbai,2025-06-29 14:04:52,165,42.86,313.28,2.46,142.65,148.41,81.84,19.076,72.8777
Mumbai,2025-06-30 00:04:52,57,28.51,52.75,1.0,35.59,137.2,140.38,19.076,72.8777
Mumbai,2025-06-28 12:04:52,238,159.93,318.43,2.06,90.65,136.68,20.18,19.076,72.8777
Mumbai,2025-06-27 08:04:52,156,285.43,48.08,0.59,189.71,2.22,82.8,19.076,72.8777
Mumbai,2025-06-26 23:04:52,279,213.75,379.5,1.41,135.08,60.02,68.01,19.076,72.8777
Mumbai,2025-06-23 08:04:52,110,46.7,199.86,2.26,118.82,85.79,40.83,19.076,72.8777
Mumbai,2025-06-27 03:04:52,199,157.35,208.07,0.5,142.23,76.46,160.77,19.076,72.8777
Mumbai,2025-06-25 03:04:52,313,289.71,336.28,2.14,94.83,136.2,91.01,19.076,72.8777
Mumbai,2025-06-24 14:04:52,85,132.42,21.94,1.21,150.25,36.38,117.1,19.076,72.8777
Mumbai,2025-06-27 05:04:52,199,18.96,367.76,0.38,154.51,102.95,149.66,19.076,72.8777
Mumbai,2025-06-27 02:04:52,266,222.57,292.2,2.36,147.76,118.7,26.49,19.076,72.8777
Mumbai,2025-06-30 00:04:52,182,172.84,168.7,0.39,141.34,36.47,155.14,19.076,72.8777
Mumbai,2025-06-24 10:04:52,124,110.51,144.54,1.27,161.02,112.39,43.06,19.076,72.8777
Mumbai,2025-06-25 20:04:52,242,294.26,167.17,1.06,12.04,100.02,165.14,19.076,72.8777
Mumbai,2025-06-28 16:04:52,215,188.7,252.75,1.77,183.21,29.84,15.88,19.076,72.8777
Mumbai,2025-06-26 10:04:52,240,190.03,256.46,1.43,79.0,90.22,43.04,19.076,72.8777
Mumbai,2025-06-27 12:04:52,264,159.38,378.13,2.21,197.8,87.99,93.78,19.076,72.8777
Mumbai,2025-06-25 05:04:52,247,203.66,285.19,1.51,29.69,138.43,41.81,19.076,72.8777
Mumbai,2025-06-29 08:04:52,280,182.79,392.9,0.74,48.73,106.96,112.68,19.076,72.8777
Mumbai,2025-06-24 01:04:52,261,245.07,301.8,1.41,67.83,100.54,131.1,19.076,72.8777
Mumbai,2025-06-30 02:04:52,299,284.91,336.33,1.57,143.64,85.72,66.8,19.076,72.8777
Mumbai,2025-06-26 16:04:52,275,242.1,331.84,1.58,168.29,78.64,68.32,19.076,72.8777
Mumbai,2025-06-29 00:04:52,242,240.34,216.01,0.5,153.23,41.4,87.5,19.076,72.8777
Mumbai,2025-06-25 05:04:52,157,55.03,232.54,0.2,29.66,36.07,160.08,19.076,72.8777
Mumbai,2025-06-23 10:04:52,181,198.32,188.77,0.88,56.91,32.05,10.64,19.076,72.8777
Mumbai,2025-06-28 03:04:52,82,65.26,108.66,1.46,48.05,95.94,163.73,19.076,72.8777
Mumbai,2025-06-26 10:04:52,163,183.2,143.31,1.69,95.63,62.18,18.66,19.076,72.8777
Mumbai,2025-06-25 14:04:52,225,133.35,344.66,2.08,11.23,35.65,99.12,19.076,72.8777
Mumbai,2025-06-25 16:04:52,333,282.35,352.42,2.45,140.09,96.31,17.53,19.076,72.8777
Mumbai,2025-06-25 16:04:52,145,125.05,168.74,2.31,53.18,30.34,46.19,19.076,72.8777
Mumbai,2025-06-27 03:04:52,165,281.58,27.47,1.28,166.8,62.21,120.23,19.076,72.8777
Mumbai,2025-06-26 19:04:52,328,257.62,387.31,0.43,97.75,20.42,57.33,19.076,72.8777
Mumbai,2025-06-27 14:04:52,163,127.39,207.53,1.19,32.68,111.08,115.62,19.076,72.8777
Mumbai,2025-06-30 04:04:52,257,259.62,276.58,0.85,55.65,112.48,157.94,19.076,72.8777
