Order_ID,Order_Time,Area,Restaurant,Estimated_Delivery_Time_min,Actual_Delivery_Time_min,Delay_Minutes,Weather,Time_of_Day
ORD01054,2025-01-08 07:30:00,Suburb-West,Restaurant_39,49,73,24,Cloudy,Morning
ORD01055,2025-01-08 07:40:00,Downtown,Restaurant_13,46,69,23,Storm,Morning
ORD01056,2025-01-08 07:50:00,Suburb-East,Restaurant_32,36,44,8,Cloudy,Morning
ORD01057,2025-01-08 08:00:00,Uptown,Restaurant_50,35,41,6,Clear,Morning
ORD01058,2025-01-08 08:10:00,Industrial Zone,Restaurant_29,49,49,0,Fog,Morning
ORD01059,2025-01-08 08:20:00,Uptown,Restaurant_46,44,56,12,Clear,Morning
ORD01060,2025-01-08 08:30:00,Downtown,Restaurant_30,46,58,12,Clear,Morning
ORD01061,2025-01-08 08:40:00,Industrial Zone,Restaurant_18,48,46,-2,Clear,Morning
ORD01062,2025-01-08 08:50:00,Uptown,Restaurant_13,49,61,12,Clear,Morning
ORD01063,2025-01-08 09:00:00,Suburb-West,Restaurant_43,43,58,15,Cloudy,Morning
ORD01064,2025-01-08 09:10:00,Midtown,Restaurant_21,26,21,-5,Clear,Morning
ORD01065,2025-01-08 09:20:00,Downtown,Restaurant_30,46,52,6,Rain,Morning
ORD01066,2025-01-08 09:30:00,Uptown,Restaurant_21,44,48,4,Rain,Morning
ORD01067,2025-01-08 09:40:00,Downtown,Restaurant_48,25,29,4,Rain,Morning
ORD01068,2025-01-08 09:50:00,University Area,Restaurant_17,32,28,-4,Rain,Morning
ORD01069,2025-01-08 10:00:00,Downtown,Restaurant_40,49,44,-5,Clear,Morning
ORD01070,2025-01-08 10:10:00,Industrial Zone,Restaurant_19,38,36,-2,Rain,Morning
ORD01071,2025-01-08 10:20:00,University Area,Restaurant_15,33,30,-3,Clear,Morning
ORD01072,2025-01-08 10:30:00,Industrial Zone,Restaurant_9,26,34,8,Cloudy,Morning
ORD01073,2025-01-08 10:40:00,Midtown,Restaurant_10,49,57,8,Fog,Morning
ORD01074,2025-01-08 10:50:00,University Area,Restaurant_44,47,55,8,Cloudy,Morning
ORD01075,2025-01-08 11:00:00,Suburb-West,Restaurant_31,29,24,-5,Clear,Morning
ORD01076,2025-01-08 11:10:00,Downtown,Restaurant_23,47,42,-5,Clear,Morning
ORD01077,2025-01-08 11:20:00,Uptown,Restaurant_30,49,48,-1,Clear,Morning
ORD01078,2025-01-08 11:30:00,Suburb-East,Restaurant_33,32,37,5,Clear,Morning
ORD01079,2025-01-08 11:40:00,Downtown,Restaurant_9,40,41,1,Clear,Morning
ORD01080,2025-01-08 11:50:00,Downtown,Restaurant_47,46,54,8,Rain,Morning
ORD01081,2025-01-08 12:00:00,Midtown,Restaurant_1,40,54,14,Clear,Morning
ORD01082,2025-01-08 12:10:00,Suburb-West,Restaurant_44,37,33,-4,Rain,Morning
ORD01083,2025-01-08 12:20:00,Suburb-East,Restaurant_35,44,40,-4,Cloudy,Morning
ORD01084,2025-01-08 12:30:00,University Area,Restaurant_11,39,45,6,Rain,Morning
ORD01085,2025-01-08 12:40:00,University Area,Restaurant_34,25,29,4,Clear,Morning
ORD01086,2025-01-08 12:50:00,University Area,Restaurant_16,46,58,12,Clear,Morning
ORD01087,2025-01-08 13:00:00,Industrial Zone,Restaurant_9,27,32,5,Clear,Afternoon
ORD01088,2025-01-08 13:10:00,Industrial Zone,Restaurant_32,30,52,22,Clear,Afternoon
ORD01089,2025-01-08 13:20:00,Uptown,Restaurant_15,46,41,-5,Rain,Afternoon
ORD01090,2025-01-08 13:30:00,Suburb-East,Restaurant_12,38,51,13,Clear,Afternoon
ORD01091,2025-01-08 13:40:00,University Area,Restaurant_33,28,34,6,Cloudy,Afternoon
ORD01092,2025-01-08 13:50:00,Industrial Zone,Restaurant_45,42,37,-5,Fog,Afternoon
ORD01093,2025-01-08 14:00:00,Uptown,Restaurant_14,39,34,-5,Rain,Afternoon
ORD01094,2025-01-08 14:10:00,Suburb-West,Restaurant_8,33,28,-5,Clear,Afternoon
ORD01095,2025-01-08 14:20:00,Uptown,Restaurant_8,42,59,17,Clear,Afternoon
ORD01096,2025-01-08 14:30:00,Industrial Zone,Restaurant_27,27,42,15,Fog,Afternoon
ORD01097,2025-01-08 14:40:00,Midtown,Restaurant_12,34,37,3,Clear,Afternoon
ORD01098,2025-01-08 14:50:00,Midtown,Restaurant_1,41,42,1,Clear,Afternoon
ORD01099,2025-01-08 15:00:00,University Area,Restaurant_43,31,28,-3,Clear,Afternoon
ORD01100,2025-01-08 15:10:00,Midtown,Restaurant_40,39,42,3,Clear,Afternoon
ORD01101,2025-01-08 15:20:00,University Area,Restaurant_42,25,25,0,Fog,Afternoon
ORD01102,2025-01-08 15:30:00,University Area,Restaurant_11,49,71,22,Clear,Afternoon
ORD01103,2025-01-08 15:40:00,Industrial Zone,Restaurant_39,35,30,-5,Rain,Afternoon
ORD01104,2025-01-08 15:50:00,Midtown,Restaurant_43,41,49,8,Clear,Afternoon
ORD01105,2025-01-08 16:00:00,University Area,Restaurant_31,29,51,22,Rain,Afternoon
ORD01106,2025-01-08 16:10:00,Suburb-East,Restaurant_17,31,43,12,Cloudy,Afternoon
ORD01107,2025-01-08 16:20:00,Suburb-West,Restaurant_33,43,38,-5,Cloudy,Afternoon
ORD01108,2025-01-08 16:30:00,Uptown,Restaurant_32,49,44,-5,Clear,Afternoon
ORD01109,2025-01-08 16:40:00,Uptown,Restaurant_29,48,55,7,Clear,Afternoon
ORD01110,2025-01-08 16:50:00,Industrial Zone,Restaurant_21,39,45,6,Clear,Afternoon
ORD01111,2025-01-08 17:00:00,Midtown,Restaurant_21,27,44,17,Rain,Afternoon
ORD01112,2025-01-08 17:10:00,Midtown,Restaurant_40,39,49,10,Rain,Afternoon
ORD01113,2025-01-08 17:20:00,University Area,Restaurant_23,29,29,0,Rain,Afternoon
ORD01114,2025-01-08 17:30:00,Downtown,Restaurant_6,47,47,0,Clear,Afternoon
ORD01115,2025-01-08 17:40:00,University Area,Restaurant_22,36,31,-5,Rain,Afternoon
ORD01116,2025-01-08 17:50:00,Suburb-West,Restaurant_50,44,50,6,Clear,Afternoon
ORD01117,2025-01-08 18:00:00,Suburb-East,Restaurant_38,29,24,-5,Fog,Afternoon
ORD01118,2025-01-08 18:10:00,Uptown,Restaurant_37,27,41,14,Clear,Afternoon
ORD01119,2025-01-08 18:20:00,University Area,Restaurant_45,33,43,10,Fog,Afternoon
ORD01120,2025-01-08 18:30:00,Downtown,Restaurant_8,33,43,10,Clear,Afternoon
ORD01121,2025-01-08 18:40:00,Downtown,Restaurant_41,31,26,-5,Clear,Afternoon
ORD01122,2025-01-08 18:50:00,University Area,Restaurant_49,26,29,3,Fog,Afternoon
ORD01123,2025-01-08 19:00:00,Industrial Zone,Restaurant_35,47,48,1,Clear,Evening
ORD01124,2025-01-08 19:10:00,Uptown,Restaurant_11,47,53,6,Fog,Evening
ORD01125,2025-01-08 19:20:00,Industrial Zone,Restaurant_24,45,55,10,Rain,Evening
ORD01126,2025-01-08 19:30:00,Suburb-East,Restaurant_49,40,40,0,Rain,Evening
ORD01127,2025-01-08 19:40:00,Downtown,Restaurant_21,33,33,0,Clear,Evening
ORD01128,2025-01-08 19:50:00,Downtown,Restaurant_2,37,48,11,Clear,Evening
ORD01129,2025-01-08 20:00:00,Suburb-West,Restaurant_40,43,38,-5,Rain,Evening
ORD01130,2025-01-08 20:10:00,Suburb-East,Restaurant_19,44,42,-2,Clear,Evening
ORD01131,2025-01-08 20:20:00,Downtown,Restaurant_39,41,46,5,Rain,Evening
ORD01132,2025-01-08 20:30:00,Suburb-East,Restaurant_28,30,43,13,Clear,Evening
ORD01133,2025-01-08 20:40:00,Uptown,Restaurant_17,28,24,-4,Clear,Evening
ORD01134,2025-01-08 20:50:00,Midtown,Restaurant_6,25,47,22,Clear,Evening
ORD01135,2025-01-08 21:00:00,Downtown,Restaurant_19,42,37,-5,Clear,Evening
ORD01136,2025-01-08 21:10:00,Suburb-West,Restaurant_38,43,63,20,Clear,Evening
ORD01137,2025-01-08 21:20:00,Uptown,Restaurant_28,33,49,16,Fog,Evening
ORD01138,2025-01-08 21:30:00,University Area,Restaurant_2,37,32,-5,Fog,Evening
ORD01139,2025-01-08 21:40:00,Suburb-East,Restaurant_38,32,27,-5,Clear,Evening
ORD01140,2025-01-08 21:50:00,University Area,Restaurant_37,47,59,12,Cloudy,Evening
ORD01141,2025-01-08 22:00:00,Industrial Zone,Restaurant_4,37,38,1,Rain,Evening
ORD01142,2025-01-08 22:10:00,Uptown,Restaurant_22,39,34,-5,Cloudy,Evening
ORD01143,2025-01-08 22:20:00,University Area,Restaurant_26,35,58,23,Fog,Evening
ORD01144,2025-01-08 22:30:00,Downtown,Restaurant_49,36,31,-5,Fog,Evening
ORD01145,2025-01-08 22:40:00,Suburb-East,Restaurant_43,38,36,-2,Clear,Evening
ORD01146,2025-01-08 22:50:00,Midtown,Restaurant_36,28,27,-1,Clear,Evening
ORD01147,2025-01-08 23:00:00,Uptown,Restaurant_13,25,20,-5,Clear,Evening
ORD01148,2025-01-08 23:10:00,Downtown,Restaurant_32,48,53,5,Fog,Evening
ORD01149,2025-01-08 23:20:00,Suburb-West,Restaurant_17,28,24,-4,Clear,Evening
ORD01150,2025-01-08 23:30:00,Industrial Zone,Restaurant_41,43,56,13,Fog,Evening
ORD01151,2025-01-08 23:40:00,Suburb-East,Restaurant_36,33,47,14,Clear,Evening
ORD01152,2025-01-08 23:50:00,Uptown,Restaurant_46,34,41,7,Storm,Evening
ORD01153,2025-01-09 00:00:00,Uptown,Restaurant_19,28,35,7,Clear,Night
ORD01154,2025-01-09 00:10:00,Midtown,Restaurant_35,44,50,6,Clear,Night
ORD01155,2025-01-09 00:20:00,Midtown,Restaurant_46,33,31,-2,Clear,Night
ORD01156,2025-01-09 00:30:00,Suburb-West,Restaurant_40,37,36,-1,Clear,Night
ORD01157,2025-01-09 00:40:00,Industrial Zone,Restaurant_28,36,54,18,Clear,Night
ORD01158,2025-01-09 00:50:00,Suburb-West,Restaurant_1,35,47,12,Fog,Night
ORD01159,2025-01-09 01:00:00,Downtown,Restaurant_42,36,43,7,Clear,Night
ORD01160,2025-01-09 01:10:00,Downtown,Restaurant_18,42,53,11,Clear,Night
ORD01161,2025-01-09 01:20:00,Suburb-West,Restaurant_48,36,40,4,Storm,Night
ORD01162,2025-01-09 01:30:00,Industrial Zone,Restaurant_40,40,46,6,Clear,Night
ORD01163,2025-01-09 01:40:00,Suburb-West,Restaurant_33,29,39,10,Cloudy,Night
ORD01164,2025-01-09 01:50:00,Industrial Zone,Restaurant_12,44,39,-5,Cloudy,Night
ORD01165,2025-01-09 02:00:00,Industrial Zone,Restaurant_8,49,63,14,Clear,Night
ORD01166,2025-01-09 02:10:00,University Area,Restaurant_24,36,49,13,Clear,Night
ORD01167,2025-01-09 02:20:00,Suburb-East,Restaurant_16,45,43,-2,Clear,Night
ORD01168,2025-01-09 02:30:00,Industrial Zone,Restaurant_50,49,66,17,Fog,Night
ORD01169,2025-01-09 02:40:00,Midtown,Restaurant_4,35,30,-5,Rain,Night
ORD01170,2025-01-09 02:50:00,Industrial Zone,Restaurant_38,33,41,8,Rain,Night
ORD01171,2025-01-09 03:00:00,Industrial Zone,Restaurant_44,42,47,5,Fog,Night
ORD01172,2025-01-09 03:10:00,Industrial Zone,Restaurant_27,49,50,1,Clear,Night
ORD01173,2025-01-09 03:20:00,University Area,Restaurant_9,27,32,5,Storm,Night
ORD01174,2025-01-09 03:30:00,University Area,Restaurant_47,44,54,10,Fog,Night
ORD01175,2025-01-09 03:40:00,Downtown,Restaurant_16,41,36,-5,Rain,Night
ORD01176,2025-01-09 03:50:00,University Area,Restaurant_12,38,53,15,Cloudy,Night
ORD01177,2025-01-09 04:00:00,Midtown,Restaurant_31,25,25,0,Fog,Night
ORD01178,2025-01-09 04:10:00,Midtown,Restaurant_24,41,56,15,Clear,Night
ORD01179,2025-01-09 04:20:00,University Area,Restaurant_14,49,60,11,Clear,Night
ORD01180,2025-01-09 04:30:00,Suburb-West,Restaurant_45,32,32,0,Clear,Night
ORD01181,2025-01-09 04:40:00,Suburb-East,Restaurant_25,29,33,4,Clear,Night
ORD01182,2025-01-09 04:50:00,University Area,Restaurant_34,29,33,4,Cloudy,Night
ORD01183,2025-01-09 05:00:00,Industrial Zone,Restaurant_3,33,54,21,Clear,Night
ORD01184,2025-01-09 05:10:00,Uptown,Restaurant_24,27,22,-5,Rain,Night
ORD01185,2025-01-09 05:20:00,Suburb-East,Restaurant_42,43,43,0,Rain,Night
ORD01186,2025-01-09 05:30:00,Suburb-East,Restaurant_9,47,42,-5,Clear,Night
ORD01187,2025-01-09 05:40:00,Midtown,Restaurant_26,33,39,6,Cloudy,Night
ORD01188,2025-01-09 05:50:00,Suburb-East,Restaurant_20,46,45,-1,Cloudy,Night
ORD01189,2025-01-09 06:00:00,University Area,Restaurant_40,42,42,0,Rain,Night
ORD01190,2025-01-09 06:10:00,Industrial Zone,Restaurant_10,40,59,19,Clear,Night
ORD01191,2025-01-09 06:20:00,Industrial Zone,Restaurant_19,25,22,-3,Clear,Night
ORD01192,2025-01-09 06:30:00,Downtown,Restaurant_3,26,29,3,Clear,Night
ORD01193,2025-01-09 06:40:00,Industrial Zone,Restaurant_24,38,38,0,Clear,Night
ORD01194,2025-01-09 06:50:00,Industrial Zone,Restaurant_5,38,39,1,Rain,Night
ORD01195,2025-01-09 07:00:00,Midtown,Restaurant_3,25,57,32,Cloudy,Morning
ORD01196,2025-01-09 07:10:00,Industrial Zone,Restaurant_27,49,44,-5,Rain,Morning
ORD01197,2025-01-09 07:20:00,Downtown,Restaurant_16,40,51,11,Cloudy,Morning
ORD01198,2025-01-09 07:30:00,Uptown,Restaurant_49,39,68,29,Rain,Morning
ORD01199,2025-01-09 07:40:00,University Area,Restaurant_15,39,54,15,Clear,Morning
ORD01200,2025-01-09 07:50:00,Midtown,Restaurant_35,36,41,5,Cloudy,Morning
ORD01201,2025-01-09 08:00:00,Uptown,Restaurant_12,40,35,-5,Clear,Morning
ORD01202,2025-01-09 08:10:00,Midtown,Restaurant_41,38,56,18,Cloudy,Morning
ORD01203,2025-01-09 08:20:00,Suburb-West,Restaurant_44,48,62,14,Clear,Morning
ORD01204,2025-01-09 08:30:00,Suburb-East,Restaurant_26,39,34,-5,Clear,Morning
ORD01205,2025-01-09 08:40:00,Suburb-West,Restaurant_47,47,48,1,Cloudy,Morning
ORD01206,2025-01-09 08:50:00,Industrial Zone,Restaurant_34,39,34,-5,Rain,Morning
ORD01207,2025-01-09 09:00:00,Uptown,Restaurant_23,43,38,-5,Cloudy,Morning
ORD01208,2025-01-09 09:10:00,Industrial Zone,Restaurant_31,32,27,-5,Cloudy,Morning
ORD01209,2025-01-09 09:20:00,Suburb-East,Restaurant_50,26,32,6,Clear,Morning
ORD01210,2025-01-09 09:30:00,Midtown,Restaurant_20,26,36,10,Rain,Morning
ORD01211,2025-01-09 09:40:00,Suburb-East,Restaurant_12,34,35,1,Clear,Morning
ORD01212,2025-01-09 09:50:00,Downtown,Restaurant_23,27,45,18,Rain,Morning
ORD01213,2025-01-09 10:00:00,Suburb-East,Restaurant_4,47,62,15,Fog,Morning
ORD01214,2025-01-09 10:10:00,Downtown,Restaurant_23,41,44,3,Clear,Morning
ORD01215,2025-01-09 10:20:00,Suburb-East,Restaurant_48,32,34,2,Rain,Morning
ORD01216,2025-01-09 10:30:00,University Area,Restaurant_48,47,55,8,Fog,Morning
ORD01217,2025-01-09 10:40:00,Downtown,Restaurant_1,28,32,4,Clear,Morning
ORD01218,2025-01-09 10:50:00,Uptown,Restaurant_25,38,33,-5,Storm,Morning
ORD01219,2025-01-09 11:00:00,Industrial Zone,Restaurant_2,45,47,2,Rain,Morning
ORD01220,2025-01-09 11:10:00,Industrial Zone,Restaurant_30,34,45,11,Cloudy,Morning
ORD01221,2025-01-09 11:20:00,Suburb-West,Restaurant_3,25,43,18,Clear,Morning
ORD01222,2025-01-09 11:30:00,Industrial Zone,Restaurant_21,28,42,14,Clear,Morning
ORD01223,2025-01-09 11:40:00,Midtown,Restaurant_25,25,33,8,Rain,Morning
ORD01224,2025-01-09 11:50:00,University Area,Restaurant_20,41,60,19,Clear,Morning
ORD01225,2025-01-09 12:00:00,Suburb-East,Restaurant_49,41,50,9,Cloudy,Morning
ORD01226,2025-01-09 12:10:00,Suburb-West,Restaurant_22,31,35,4,Clear,Morning
ORD01227,2025-01-09 12:20:00,Midtown,Restaurant_21,47,66,19,Fog,Morning
ORD01228,2025-01-09 12:30:00,Midtown,Restaurant_33,44,56,12,Rain,Morning
ORD01229,2025-01-09 12:40:00,Downtown,Restaurant_38,39,57,18,Clear,Morning
ORD01230,2025-01-09 12:50:00,Industrial Zone,Restaurant_15,37,32,-5,Clear,Morning
ORD01231,2025-01-09 13:00:00,Uptown,Restaurant_46,26,23,-3,Rain,Afternoon
ORD01232,2025-01-09 13:10:00,Uptown,Restaurant_15,43,40,-3,Rain,Afternoon
ORD01233,2025-01-09 13:20:00,Suburb-West,Restaurant_46,48,54,6,Clear,Afternoon
ORD01234,2025-01-09 13:30:00,University Area,Restaurant_25,37,60,23,Cloudy,Afternoon
ORD01235,2025-01-09 13:40:00,Uptown,Restaurant_21,48,43,-5,Clear,Afternoon
ORD01236,2025-01-09 13:50:00,Suburb-East,Restaurant_24,35,49,14,Clear,Afternoon
ORD01237,2025-01-09 14:00:00,Uptown,Restaurant_5,46,41,-5,Rain,Afternoon
ORD01238,2025-01-09 14:10:00,Suburb-West,Restaurant_6,39,65,26,Clear,Afternoon
ORD01239,2025-01-09 14:20:00,Uptown,Restaurant_49,34,29,-5,Cloudy,Afternoon
ORD01240,2025-01-09 14:30:00,Suburb-East,Restaurant_43,33,45,12,Clear,Afternoon
ORD01241,2025-01-09 14:40:00,Downtown,Restaurant_48,33,46,13,Clear,Afternoon
ORD01242,2025-01-09 14:50:00,University Area,Restaurant_44,44,55,11,Clear,Afternoon
ORD01243,2025-01-09 15:00:00,Suburb-West,Restaurant_47,25,22,-3,Rain,Afternoon
ORD01244,2025-01-09 15:10:00,Downtown,Restaurant_23,41,36,-5,Rain,Afternoon
ORD01245,2025-01-09 15:20:00,Downtown,Restaurant_4,36,53,17,Rain,Afternoon
ORD01246,2025-01-09 15:30:00,Downtown,Restaurant_27,34,49,15,Clear,Afternoon
ORD01247,2025-01-09 15:40:00,Midtown,Restaurant_18,29,44,15,Clear,Afternoon
ORD01248,2025-01-09 15:50:00,University Area,Restaurant_21,42,58,16,Storm,Afternoon
ORD01249,2025-01-09 16:00:00,Industrial Zone,Restaurant_28,39,34,-5,Clear,Afternoon
ORD01250,2025-01-09 16:10:00,University Area,Restaurant_35,30,25,-5,Cloudy,Afternoon
ORD01251,2025-01-09 16:20:00,Midtown,Restaurant_22,31,30,-1,Clear,Afternoon
ORD01252,2025-01-09 16:30:00,Industrial Zone,Restaurant_40,41,41,0,Storm,Afternoon
ORD01253,2025-01-09 16:40:00,University Area,Restaurant_23,30,30,0,Clear,Afternoon
ORD01254,2025-01-09 16:50:00,Downtown,Restaurant_3,32,39,7,Rain,Afternoon
ORD01255,2025-01-09 17:00:00,Suburb-West,Restaurant_40,36,52,16,Clear,Afternoon
ORD01256,2025-01-09 17:10:00,Industrial Zone,Restaurant_50,45,47,2,Clear,Afternoon
ORD01257,2025-01-09 17:20:00,Suburb-East,Restaurant_10,38,35,-3,Clear,Afternoon
ORD01258,2025-01-09 17:30:00,Suburb-East,Restaurant_25,36,49,13,Clear,Afternoon
ORD01259,2025-01-09 17:40:00,Uptown,Restaurant_49,47,49,2,Clear,Afternoon
ORD01260,2025-01-09 17:50:00,Industrial Zone,Restaurant_8,34,40,6,Rain,Afternoon
ORD01261,2025-01-09 18:00:00,Suburb-West,Restaurant_11,46,47,1,Rain,Afternoon
ORD01262,2025-01-09 18:10:00,Midtown,Restaurant_5,44,52,8,Fog,Afternoon
ORD01263,2025-01-09 18:20:00,Downtown,Restaurant_45,39,34,-5,Rain,Afternoon
ORD01264,2025-01-09 18:30:00,Uptown,Restaurant_37,31,43,12,Rain,Afternoon
ORD01265,2025-01-09 18:40:00,Suburb-East,Restaurant_45,33,37,4,Clear,Afternoon
ORD01266,2025-01-09 18:50:00,Midtown,Restaurant_38,34,32,-2,Clear,Afternoon
ORD01267,2025-01-09 19:00:00,Midtown,Restaurant_29,34,44,10,Clear,Evening
ORD01268,2025-01-09 19:10:00,Downtown,Restaurant_5,40,38,-2,Storm,Evening
ORD01269,2025-01-09 19:20:00,Industrial Zone,Restaurant_9,31,29,-2,Clear,Evening
ORD01270,2025-01-09 19:30:00,Suburb-East,Restaurant_48,29,24,-5,Clear,Evening
ORD01271,2025-01-09 19:40:00,Suburb-West,Restaurant_2,47,42,-5,Rain,Evening
ORD01272,2025-01-09 19:50:00,Midtown,Restaurant_1,27,37,10,Clear,Evening
ORD01273,2025-01-09 20:00:00,Downtown,Restaurant_40,42,58,16,Cloudy,Evening
ORD01274,2025-01-09 20:10:00,Suburb-West,Restaurant_30,35,35,0,Cloudy,Evening
ORD01275,2025-01-09 20:20:00,Industrial Zone,Restaurant_11,39,37,-2,Clear,Evening
ORD01276,2025-01-09 20:30:00,Suburb-East,Restaurant_28,45,40,-5,Clear,Evening
ORD01277,2025-01-09 20:40:00,Industrial Zone,Restaurant_44,44,39,-5,Clear,Evening
ORD01278,2025-01-09 20:50:00,Midtown,Restaurant_12,29,41,12,Rain,Evening
ORD01279,2025-01-09 21:00:00,Suburb-West,Restaurant_39,48,43,-5,Clear,Evening
ORD01280,2025-01-09 21:10:00,Suburb-West,Restaurant_26,36,31,-5,Fog,Evening
ORD01281,2025-01-09 21:20:00,Suburb-West,Restaurant_13,28,35,7,Rain,Evening
ORD01282,2025-01-09 21:30:00,Midtown,Restaurant_8,39,44,5,Clear,Evening
ORD01283,2025-01-09 21:40:00,Midtown,Restaurant_28,33,41,8,Clear,Evening
ORD01284,2025-01-09 21:50:00,Industrial Zone,Restaurant_30,31,36,5,Fog,Evening
ORD01285,2025-01-09 22:00:00,Uptown,Restaurant_9,34,35,1,Clear,Evening
ORD01286,2025-01-09 22:10:00,Industrial Zone,Restaurant_39,47,42,-5,Storm,Evening
ORD01287,2025-01-09 22:20:00,Suburb-East,Restaurant_31,37,36,-1,Clear,Evening
ORD01288,2025-01-09 22:30:00,Downtown,Restaurant_21,32,34,2,Rain,Evening
ORD01289,2025-01-09 22:40:00,Suburb-West,Restaurant_47,36,31,-5,Cloudy,Evening
ORD01290,2025-01-09 22:50:00,Uptown,Restaurant_34,46,44,-2,Cloudy,Evening
ORD01291,2025-01-09 23:00:00,Downtown,Restaurant_31,48,49,1,Clear,Evening
ORD01292,2025-01-09 23:10:00,Uptown,Restaurant_25,43,42,-1,Clear,Evening
ORD01293,2025-01-09 23:20:00,University Area,Restaurant_12,25,26,1,Fog,Evening
ORD01294,2025-01-09 23:30:00,Industrial Zone,Restaurant_1,40,51,11,Clear,Evening
ORD01295,2025-01-09 23:40:00,Midtown,Restaurant_22,46,58,12,Clear,Evening
ORD01296,2025-01-09 23:50:00,Suburb-West,Restaurant_40,41,61,20,Cloudy,Evening
ORD01297,2025-01-10 00:00:00,Industrial Zone,Restaurant_37,49,44,-5,Clear,Night
ORD01298,2025-01-10 00:10:00,Downtown,Restaurant_47,42,42,0,Clear,Night
ORD01299,2025-01-10 00:20:00,University Area,Restaurant_1,35,52,17,Clear,Night
ORD01300,2025-01-10 00:30:00,University Area,Restaurant_1,42,37,-5,Rain,Night
ORD01301,2025-01-10 00:40:00,University Area,Restaurant_42,31,26,-5,Rain,Night
ORD01302,2025-01-10 00:50:00,Downtown,Restaurant_42,42,41,-1,Clear,Night
ORD01303,2025-01-10 01:00:00,Downtown,Restaurant_21,32,57,25,Clear,Night
ORD01304,2025-01-10 01:10:00,Downtown,Restaurant_15,30,26,-4,Clear,Night
ORD01305,2025-01-10 01:20:00,Downtown,Restaurant_17,31,46,15,Rain,Night
ORD01306,2025-01-10 01:30:00,University Area,Restaurant_22,47,51,4,Clear,Night
ORD01307,2025-01-10 01:40:00,University Area,Restaurant_38,46,41,-5,Cloudy,Night
ORD01308,2025-01-10 01:50:00,Uptown,Restaurant_35,34,66,32,Clear,Night
ORD01309,2025-01-10 02:00:00,Industrial Zone,Restaurant_45,35,41,6,Cloudy,Night
ORD01310,2025-01-10 02:10:00,Suburb-West,Restaurant_16,49,57,8,Clear,Night
ORD01311,2025-01-10 02:20:00,Midtown,Restaurant_8,37,47,10,Fog,Night
ORD01312,2025-01-10 02:30:00,University Area,Restaurant_47,33,42,9,Clear,Night
ORD01313,2025-01-10 02:40:00,Midtown,Restaurant_17,31,57,26,Clear,Night
ORD01314,2025-01-10 02:50:00,Industrial Zone,Restaurant_17,33,55,22,Cloudy,Night
ORD01315,2025-01-10 03:00:00,Industrial Zone,Restaurant_26,37,33,-4,Cloudy,Night
ORD01316,2025-01-10 03:10:00,Midtown,Restaurant_13,27,52,25,Clear,Night
ORD01317,2025-01-10 03:20:00,University Area,Restaurant_17,27,25,-2,Fog,Night
ORD01318,2025-01-10 03:30:00,Midtown,Restaurant_38,25,33,8,Rain,Night
ORD01319,2025-01-10 03:40:00,Uptown,Restaurant_17,45,40,-5,Cloudy,Night
ORD01320,2025-01-10 03:50:00,Suburb-East,Restaurant_48,44,59,15,Clear,Night
ORD01321,2025-01-10 04:00:00,University Area,Restaurant_14,26,27,1,Rain,Night
ORD01322,2025-01-10 04:10:00,University Area,Restaurant_45,49,44,-5,Clear,Night
ORD01323,2025-01-10 04:20:00,Suburb-West,Restaurant_6,27,43,16,Clear,Night
ORD01324,2025-01-10 04:30:00,Downtown,Restaurant_35,39,58,19,Cloudy,Night
ORD01325,2025-01-10 04:40:00,Suburb-East,Restaurant_46,48,67,19,Clear,Night
ORD01326,2025-01-10 04:50:00,Industrial Zone,Restaurant_14,30,25,-5,Clear,Night
ORD01327,2025-01-10 05:00:00,University Area,Restaurant_47,37,57,20,Rain,Night
ORD01328,2025-01-10 05:10:00,Midtown,Restaurant_8,45,46,1,Rain,Night
ORD01329,2025-01-10 05:20:00,Suburb-East,Restaurant_15,25,50,25,Clear,Night
ORD01330,2025-01-10 05:30:00,Suburb-West,Restaurant_27,44,55,11,Clear,Night
ORD01331,2025-01-10 05:40:00,Industrial Zone,Restaurant_13,43,50,7,Cloudy,Night
ORD01332,2025-01-10 05:50:00,Downtown,Restaurant_49,25,30,5,Clear,Night
ORD01333,2025-01-10 06:00:00,Downtown,Restaurant_31,45,49,4,Rain,Night
ORD01334,2025-01-10 06:10:00,Suburb-West,Restaurant_35,46,45,-1,Fog,Night
ORD01335,2025-01-10 06:20:00,Suburb-West,Restaurant_6,26,21,-5,Clear,Night
ORD01336,2025-01-10 06:30:00,Midtown,Restaurant_5,39,40,1,Cloudy,Night
ORD01337,2025-01-10 06:40:00,University Area,Restaurant_22,38,54,16,Fog,Night
ORD01338,2025-01-10 06:50:00,Downtown,Restaurant_49,43,38,-5,Clear,Night
ORD01339,2025-01-10 07:00:00,Industrial Zone,Restaurant_23,35,53,18,Rain,Morning
ORD01340,2025-01-10 07:10:00,Suburb-East,Restaurant_25,39,45,6,Rain,Morning
ORD01341,2025-01-10 07:20:00,Industrial Zone,Restaurant_34,30,42,12,Rain,Morning
ORD01342,2025-01-10 07:30:00,Uptown,Restaurant_26,44,57,13,Cloudy,Morning
ORD01343,2025-01-10 07:40:00,Uptown,Restaurant_47,33,47,14,Clear,Morning
ORD01344,2025-01-10 07:50:00,Suburb-West,Restaurant_5,29,34,5,Clear,Morning
ORD01345,2025-01-10 08:00:00,Midtown,Restaurant_26,44,49,5,Clear,Morning
