Product Name,Category,Price,Quantity Sold,Date of Sale,Revenue
Tomato,Vegetables,26.37,3,2025-01-27,79.11
Mango,Fruits,1.41,14,2025-04-03,19.74
Chips,Snacks,42.06,15,2024-07-25,630.9
Banana,Fruits,11.74,17,2025-05-01,199.58
Granola Bar,Snacks,40.66,12,2024-06-29,487.92
Spinach,Vegetables,41.58,6,2025-03-24,249.48
Chips,Snacks,36.38,18,2025-05-18,654.84
Cream,Dairy,5.46,16,2025-05-17,87.36
Water,Beverages,8.58,16,2024-12-11,137.28
Banana,Fruits,9.79,6,2024-09-18,58.74
Nuts,Snacks,2.46,12,2025-02-08,29.52
Popcorn,Snacks,31.58,12,2025-05-05,378.96
Spinach,Vegetables,28.9,15,2024-10-06,433.5
Tomato,Vegetables,49.05,11,2024-12-25,539.55
Potato,Vegetables,35.44,13,2025-04-04,460.72
Apple,Fruits,42.09,4,2025-01-10,168.36
Water,Beverages,15.61,19,2024-10-20,296.59
Water,Beverages,2.29,14,2025-02-13,32.06
Juice,Beverages,22.24,20,2024-11-15,444.8
Coffee,Beverages,41.28,20,2025-04-30,825.6
Yogurt,Dairy,44.6,9,2025-02-18,401.4
Orange,Fruits,27.45,18,2025-01-03,494.1
Cookies,Snacks,34.15,7,2024-09-17,239.05
Milk,Dairy,19.1,11,2024-08-30,210.1
Cream,Dairy,43.14,3,2025-05-30,129.42
Granola Bar,Snacks,4.41,6,2024-11-29,26.46
Cheese,Dairy,16.18,6,2024-12-18,97.08
Spinach,Vegetables,5.99,14,2025-03-02,83.86
Water,Beverages,38.51,9,2024-07-13,346.59
Chips,Snacks,14.61,2,2024-11-27,29.22
Coffee,Beverages,28.22,5,2024-10-13,141.1
Mango,Fruits,14.62,11,2025-05-31,160.82
Granola Bar,Snacks,1.12,9,2024-08-18,10.08
Cheese,Dairy,27.4,11,2024-12-22,301.4
Onion,Vegetables,28.22,4,2024-06-22,112.88
Milk,Dairy,1.52,12,2024-09-15,18.24
Carrot,Vegetables,14.42,14,2025-01-24,201.88
Cheese,Dairy,28.62,17,2025-04-29,486.54
Butter,Dairy,7.13,12,2024-09-30,85.56
Spinach,Vegetables,37.76,5,2024-08-01,188.8
Tea,Beverages,26.52,2,2024-10-02,53.04
Potato,Vegetables,38.17,1,2024-11-08,38.17
Soda,Beverages,19.05,19,2025-04-13,361.95
Water,Beverages,5.54,19,2024-11-03,105.26
Banana,Fruits,27.15,4,2025-03-14,108.6
Cheese,Dairy,32.82,2,2025-01-22,65.64
Butter,Dairy,16.3,13,2025-06-20,211.9
Popcorn,Snacks,36.25,5,2025-04-15,181.25
Banana,Fruits,36.32,5,2024-12-27,181.6
Potato,Vegetables,39.84,20,2025-01-09,796.8
Onion,Vegetables,41.01,16,2025-06-13,656.16
Potato,Vegetables,16.82,3,2025-03-27,50.46
Popcorn,Snacks,49.83,19,2024-09-15,946.77
Banana,Fruits,2.33,18,2024-09-05,41.94
Coffee,Beverages,16.39,13,2024-10-28,213.07
Cheese,Dairy,33.63,4,2025-05-08,134.52
Chips,Snacks,40.03,13,2024-07-25,520.39
Popcorn,Snacks,37.49,7,2024-10-19,262.43
Granola Bar,Snacks,39.88,18,2025-03-20,717.84
Nuts,Snacks,17.53,7,2024-08-12,122.71
Cookies,Snacks,9.53,20,2024-12-28,190.6
Tea,Beverages,41.01,3,2024-10-16,123.03
Cream,Dairy,1.19,18,2025-05-31,21.42
Granola Bar,Snacks,26.76,4,2024-10-19,107.04
Tea,Beverages,37.04,5,2024-09-04,185.2
Orange,Fruits,43.98,16,2024-11-12,703.68
Soda,Beverages,36.63,6,2025-05-24,219.78
Juice,Beverages,18.81,17,2024-12-31,319.77
Cream,Dairy,20.68,8,2024-12-18,165.44
Chips,Snacks,39.3,17,2024-08-27,668.1
Mango,Fruits,45.78,11,2024-07-15,503.58
Onion,Vegetables,4.53,17,2024-09-06,77.01
Cream,Dairy,41.87,8,2024-12-15,334.96
Popcorn,Snacks,33.43,14,2025-03-28,468.02
Milk,Dairy,24.66,5,2024-08-16,123.3
Apple,Fruits,31.48,9,2024-08-09,283.32
Onion,Vegetables,32.67,14,2025-01-25,457.38
Mango,Fruits,6.8,20,2025-02-07,136.0
Orange,Fruits,1.79,2,2024-07-11,3.58
Butter,Dairy,17.54,5,2025-04-26,87.7
Popcorn,Snacks,24.98,7,2025-03-19,174.86
Granola Bar,Snacks,45.22,18,2024-06-26,813.96
Coffee,Beverages,33.31,14,2025-04-13,466.34
Chips,Snacks,28.59,5,2024-09-15,142.95
Cheese,Dairy,5.71,10,2025-01-07,57.1
Granola Bar,Snacks,17.49,14,2025-05-25,244.86
Cookies,Snacks,12.52,1,2024-08-31,12.52
Coffee,Beverages,46.07,16,2025-05-21,737.12
Cream,Dairy,5.58,16,2024-08-18,89.28
Granola Bar,Snacks,45.97,15,2025-03-14,689.55
Cookies,Snacks,39.72,14,2024-10-07,556.08
Nuts,Snacks,29.95,2,2024-10-19,59.9
Chips,Snacks,42.37,8,2025-04-24,338.96
Nuts,Snacks,35.54,8,2025-06-21,284.32
Cheese,Dairy,29.54,2,2025-06-13,59.08
Popcorn,Snacks,12.33,18,2025-04-02,221.94
Tomato,Vegetables,18.63,14,2024-11-06,260.82
Granola Bar,Snacks,34.84,16,2025-04-30,557.44
Cream,Dairy,23.22,10,2025-02-01,232.2
Granola Bar,Snacks,46.79,2,2024-09-29,93.58
Potato,Vegetables,38.19,12,2024-09-22,458.28
Grapes,Fruits,5.84,19,2024-07-25,110.96
Tea,Beverages,14.36,7,2025-02-21,100.52
Cookies,Snacks,7.48,4,2025-04-21,29.92
Cheese,Dairy,37.37,7,2024-12-14,261.59
Granola Bar,Snacks,42.43,4,2024-10-30,169.72
Spinach,Vegetables,7.51,13,2025-05-20,97.63
Apple,Fruits,1.22,10,2024-12-07,12.2
Water,Beverages,3.36,8,2024-09-08,26.88
Tea,Beverages,36.43,5,2024-12-31,182.15
Soda,Beverages,36.68,10,2024-06-25,366.8
Tomato,Vegetables,10.96,14,2025-04-12,153.44
Apple,Fruits,22.95,8,2024-12-13,183.6
Butter,Dairy,47.41,16,2024-10-26,758.56
Cheese,Dairy,2.26,1,2024-10-28,2.26
Popcorn,Snacks,30.34,16,2024-07-28,485.44
Tea,Beverages,3.17,1,2024-12-02,3.17
Cheese,Dairy,35.31,2,2024-09-04,70.62
Carrot,Vegetables,25.36,1,2025-02-25,25.36
Apple,Fruits,46.47,19,2024-08-29,882.93
Water,Beverages,43.8,11,2025-03-03,481.8
Chips,Snacks,47.46,4,2024-11-06,189.84
Butter,Dairy,12.84,17,2025-06-02,218.28
Potato,Vegetables,14.11,1,2025-06-09,14.11
Milk,Dairy,26.28,2,2024-11-19,52.56
Milk,Dairy,4.1,8,2024-12-28,32.8
Coffee,Beverages,3.39,10,2024-10-08,33.9
Water,Beverages,7.48,10,2025-02-18,74.8
Butter,Dairy,28.65,12,2025-03-16,343.8
Carrot,Vegetables,41.67,11,2024-07-22,458.37
Cookies,Snacks,18.96,2,2025-04-05,37.92
Mango,Fruits,32.61,14,2025-04-30,456.54
Carrot,Vegetables,31.54,3,2025-04-30,94.62
Popcorn,Snacks,43.24,17,2024-12-09,735.08
Carrot,Vegetables,12.17,12,2025-01-23,146.04
Tomato,Vegetables,29.36,11,2025-01-02,322.96
Popcorn,Snacks,8.72,8,2025-06-01,69.76
Onion,Vegetables,40.43,14,2025-06-20,566.02
Butter,Dairy,14.79,13,2025-01-24,192.27
Yogurt,Dairy,32.52,17,2024-09-24,552.84
Spinach,Vegetables,3.53,14,2025-03-17,49.42
Spinach,Vegetables,30.49,8,2024-12-17,243.92
Milk,Dairy,33.43,4,2025-04-19,133.72
Yogurt,Dairy,30.26,3,2025-01-03,90.78
Granola Bar,Snacks,19.05,1,2024-07-02,19.05
Carrot,Vegetables,46.22,17,2024-11-13,785.74
Tea,Beverages,49.29,11,2024-12-15,542.19
Onion,Vegetables,18.28,18,2024-10-03,329.04
Mango,Fruits,16.71,4,2025-01-15,66.84
Milk,Dairy,19.53,12,2025-05-07,234.36
Milk,Dairy,34.44,1,2025-06-10,34.44
Potato,Vegetables,9.72,11,2024-07-11,106.92
Soda,Beverages,35.83,7,2024-11-06,250.81
Grapes,Fruits,40.61,12,2025-06-02,487.32
Water,Beverages,27.59,6,2025-05-26,165.54
Spinach,Vegetables,7.61,4,2024-08-22,30.44
Butter,Dairy,22.25,15,2024-08-06,333.75
Granola Bar,Snacks,39.59,13,2024-12-08,514.67
Tea,Beverages,17.81,2,2025-04-18,35.62
Butter,Dairy,28.45,18,2025-02-12,512.1
Banana,Fruits,1.52,17,2025-02-05,25.84
Carrot,Vegetables,12.58,17,2024-12-30,213.86
Spinach,Vegetables,18.38,13,2024-10-01,238.94
Granola Bar,Snacks,32.39,18,2025-04-16,583.02
Coffee,Beverages,34.49,3,2024-07-12,103.47
Tomato,Vegetables,5.74,6,2024-06-30,34.44
Cream,Dairy,30.73,18,2024-12-11,553.14
Granola Bar,Snacks,46.43,18,2024-12-06,835.74
Carrot,Vegetables,6.09,18,2025-04-23,109.62
Banana,Fruits,44.88,7,2024-09-01,314.16
Yogurt,Dairy,7.88,3,2024-08-23,23.64
Butter,Dairy,33.21,4,2025-04-30,132.84
Spinach,Vegetables,10.74,19,2024-07-29,204.06
Water,Beverages,43.41,19,2025-06-15,824.79
Apple,Fruits,46.97,4,2025-06-17,187.88
Coffee,Beverages,8.66,10,2025-01-21,86.6
Apple,Fruits,19.48,7,2024-06-23,136.36
Soda,Beverages,9.41,15,2024-11-18,141.15
Tea,Beverages,14.5,7,2024-12-06,101.5
Tomato,Vegetables,3.27,9,2024-12-16,29.43
Water,Beverages,21.97,8,2024-08-19,175.76
Apple,Fruits,5.18,1,2025-06-05,5.18
Popcorn,Snacks,37.98,4,2024-11-09,151.92
Butter,Dairy,9.99,7,2024-11-13,69.93
Spinach,Vegetables,15.46,13,2024-09-19,200.98
Spinach,Vegetables,37.63,17,2024-09-18,639.71
Potato,Vegetables,22.55,7,2025-01-14,157.85
Cheese,Dairy,5.11,19,2024-09-26,97.09
Cookies,Snacks,11.9,14,2024-11-10,166.6
Milk,Dairy,42.12,2,2025-04-10,84.24
Mango,Fruits,9.16,9,2025-01-17,82.44
Apple,Fruits,2.06,10,2024-12-13,20.6
Carrot,Vegetables,5.14,4,2024-06-25,20.56
Tea,Beverages,31.7,6,2025-02-17,190.2
Tea,Beverages,23.38,8,2024-10-05,187.04
Yogurt,Dairy,39.26,7,2024-11-23,274.82
Carrot,Vegetables,31.36,9,2025-01-26,282.24
Cream,Dairy,31.32,2,2025-04-27,62.64
Orange,Fruits,3.27,14,2024-07-28,45.78
Spinach,Vegetables,12.38,6,2024-12-28,74.28
Potato,Vegetables,2.4,20,2025-04-06,48.0
Banana,Fruits,18.98,1,2024-11-03,18.98
Chips,Snacks,39.21,14,2024-10-29,548.94
Yogurt,Dairy,15.98,8,2024-10-20,127.84
Water,Beverages,18.71,18,2025-05-02,336.78
Chips,Snacks,25.65,10,2025-05-06,256.5
Spinach,Vegetables,29.59,20,2024-12-08,591.8
Nuts,Snacks,33.8,6,2024-07-02,202.8
Carrot,Vegetables,34.69,1,2025-06-21,34.69
Yogurt,Dairy,36.56,19,2025-03-23,694.64
Popcorn,Snacks,27.73,6,2024-10-15,166.38
Yogurt,Dairy,49.43,4,2025-05-06,197.72
Cream,Dairy,7.05,6,2024-09-20,42.3
Soda,Beverages,30.17,20,2025-05-08,603.4
Spinach,Vegetables,8.68,5,2025-05-27,43.4
Onion,Vegetables,47.19,8,2024-06-28,377.52
Onion,Vegetables,40.78,14,2025-06-22,570.92
Chips,Snacks,35.21,11,2024-11-08,387.31
Juice,Beverages,7.33,14,2024-10-31,102.62
Cookies,Snacks,37.7,8,2025-03-27,301.6
Carrot,Vegetables,24.06,3,2024-11-30,72.18
Cream,Dairy,49.24,9,2025-02-21,443.16
Cheese,Dairy,21.46,15,2024-07-01,321.9
Juice,Beverages,28.0,7,2024-07-09,196.0
Cookies,Snacks,9.57,17,2025-04-13,162.69
Popcorn,Snacks,17.94,1,2024-08-01,17.94
Coffee,Beverages,18.68,17,2025-03-29,317.56
Cheese,Dairy,17.61,15,2024-08-09,264.15
Yogurt,Dairy,13.57,4,2024-09-05,54.28
Banana,Fruits,42.52,13,2024-11-02,552.76
Granola Bar,Snacks,36.84,3,2024-08-26,110.52
Coffee,Beverages,8.4,19,2024-07-10,159.6
Potato,Vegetables,28.35,3,2025-01-01,85.05
Carrot,Vegetables,41.49,18,2025-05-16,746.82
Cookies,Snacks,10.48,3,2025-02-21,31.44
Juice,Beverages,9.18,11,2025-01-11,100.98
Onion,Vegetables,45.99,16,2025-01-15,735.84
Butter,Dairy,8.57,5,2025-05-26,42.85
Yogurt,Dairy,22.17,20,2025-01-16,443.4
Milk,Dairy,17.96,3,2025-02-28,53.88
Butter,Dairy,38.06,18,2025-02-02,685.08
Popcorn,Snacks,9.41,7,2024-06-28,65.87
Spinach,Vegetables,30.28,6,2025-04-03,181.68
Milk,Dairy,26.03,6,2025-01-10,156.18
Yogurt,Dairy,34.11,10,2025-04-22,341.1
Butter,Dairy,27.79,20,2024-07-02,555.8
Carrot,Vegetables,23.28,3,2025-01-10,69.84
Coffee,Beverages,42.95,14,2025-02-08,601.3
Apple,Fruits,18.17,9,2025-01-18,163.53
Juice,Beverages,35.82,10,2025-04-21,358.2
Granola Bar,Snacks,35.21,14,2024-10-27,492.94
Popcorn,Snacks,18.49,8,2024-09-19,147.92
Carrot,Vegetables,37.21,17,2025-01-01,632.57
Popcorn,Snacks,25.3,10,2025-04-07,253.0
Nuts,Snacks,36.14,2,2024-08-12,72.28
Juice,Beverages,40.84,18,2025-02-15,735.12
Banana,Fruits,18.82,4,2025-05-11,75.28
Soda,Beverages,13.6,18,2025-04-09,244.8
Orange,Fruits,27.48,16,2024-11-18,439.68
Spinach,Vegetables,20.91,20,2025-04-01,418.2
Soda,Beverages,49.13,20,2025-06-05,982.6
Tea,Beverages,23.81,2,2025-02-08,47.62
Yogurt,Dairy,14.75,12,2025-01-02,177.0
Potato,Vegetables,4.32,3,2025-01-20,12.96
Granola Bar,Snacks,17.59,3,2025-05-22,52.77
Potato,Vegetables,36.61,11,2024-12-20,402.71
Chips,Snacks,44.22,8,2024-07-10,353.76
Cookies,Snacks,6.21,18,2024-09-03,111.78
Juice,Beverages,17.67,7,2024-11-18,123.69
Apple,Fruits,42.1,2,2025-05-25,84.2
Butter,Dairy,11.34,13,2025-01-08,147.42
Soda,Beverages,41.58,4,2025-03-08,166.32
Apple,Fruits,16.33,13,2025-04-16,212.29
Spinach,Vegetables,44.98,10,2024-12-22,449.8
Spinach,Vegetables,40.02,4,2024-08-29,160.08
Cookies,Snacks,6.36,9,2024-08-21,57.24
Cheese,Dairy,27.34,16,2024-08-01,437.44
Potato,Vegetables,28.19,9,2024-11-14,253.71
Cookies,Snacks,35.69,2,2025-01-02,71.38
Apple,Fruits,4.91,15,2025-02-13,73.65
Carrot,Vegetables,20.93,9,2025-03-16,188.37
Onion,Vegetables,5.4,14,2024-07-18,75.6
Grapes,Fruits,33.77,11,2024-07-16,371.47
Water,Beverages,25.1,19,2024-07-19,476.9
Cookies,Snacks,46.29,4,2024-07-24,185.16
Yogurt,Dairy,26.73,2,2025-02-16,53.46
Yogurt,Dairy,33.03,11,2025-02-10,363.33
Granola Bar,Snacks,26.39,2,2024-11-30,52.78
Chips,Snacks,18.59,4,2025-04-29,74.36
Spinach,Vegetables,48.17,2,2025-01-17,96.34
Yogurt,Dairy,24.05,6,2025-04-09,144.3
Grapes,Fruits,22.2,19,2024-12-05,421.8
Soda,Beverages,33.71,18,2024-07-26,606.78
Yogurt,Dairy,3.17,15,2024-11-07,47.55
Milk,Dairy,22.84,6,2025-06-10,137.04
Cheese,Dairy,12.83,3,2024-09-04,38.49
Potato,Vegetables,37.4,11,2025-02-08,411.4
Chips,Snacks,46.37,13,2024-10-12,602.81
Butter,Dairy,21.05,4,2024-12-13,84.2
Cookies,Snacks,5.47,4,2025-01-06,21.88
Soda,Beverages,35.11,16,2024-09-17,561.76
Tea,Beverages,2.7,10,2025-01-19,27.0
Tomato,Vegetables,24.38,17,2024-09-11,414.46
Banana,Fruits,49.39,3,2025-02-13,148.17
Carrot,Vegetables,38.87,19,2025-01-10,738.53
Granola Bar,Snacks,44.03,9,2025-03-31,396.27
Popcorn,Snacks,20.38,1,2025-04-19,20.38
Spinach,Vegetables,4.68,13,2024-09-15,60.84
Yogurt,Dairy,30.7,7,2025-06-20,214.9
Soda,Beverages,6.09,7,2025-03-07,42.63
Onion,Vegetables,9.25,1,2025-04-29,9.25
Milk,Dairy,41.32,4,2025-06-02,165.28
Cheese,Dairy,16.0,9,2024-08-20,144.0
Grapes,Fruits,30.69,2,2024-12-26,61.38
Tomato,Vegetables,28.55,13,2025-06-10,371.15
Granola Bar,Snacks,2.23,20,2025-04-04,44.6
Coffee,Beverages,31.04,6,2025-02-03,186.24
Cookies,Snacks,35.48,12,2024-09-30,425.76
Banana,Fruits,10.23,9,2025-05-01,92.07
Coffee,Beverages,22.11,20,2025-03-26,442.2
Cream,Dairy,26.34,10,2025-03-18,263.4
Orange,Fruits,37.81,18,2024-12-26,680.58
Orange,Fruits,14.98,20,2024-07-03,299.6
Yogurt,Dairy,35.02,18,2024-09-19,630.36
Nuts,Snacks,23.38,6,2024-09-27,140.28
Chips,Snacks,20.96,4,2025-04-03,83.84
Mango,Fruits,6.56,2,2025-02-03,13.12
Yogurt,Dairy,44.49,5,2024-10-04,222.45
Mango,Fruits,43.42,17,2025-03-03,738.14
Yogurt,Dairy,25.55,2,2024-09-06,51.1
Onion,Vegetables,23.11,15,2025-03-09,346.65
Cream,Dairy,42.49,14,2025-04-21,594.86
Banana,Fruits,21.82,7,2024-10-23,152.74
Tomato,Vegetables,40.23,8,2024-09-24,321.84
Milk,Dairy,37.27,6,2025-01-22,223.62
Tomato,Vegetables,21.24,13,2025-06-02,276.12
Water,Beverages,2.29,19,2024-12-20,43.51
Granola Bar,Snacks,26.92,17,2025-02-07,457.64
Apple,Fruits,17.42,20,2024-10-16,348.4
Water,Beverages,25.51,16,2025-05-03,408.16
Soda,Beverages,19.59,12,2025-02-14,235.08
Potato,Vegetables,2.4,12,2024-09-28,28.8
Popcorn,Snacks,34.99,18,2024-12-14,629.82
Chips,Snacks,44.21,9,2024-11-03,397.89
Butter,Dairy,47.57,7,2025-04-05,332.99
Banana,Fruits,19.27,2,2024-11-10,38.54
Juice,Beverages,47.42,3,2025-03-27,142.26
Butter,Dairy,38.61,1,2025-06-12,38.61
Carrot,Vegetables,6.73,9,2025-02-20,60.57
Spinach,Vegetables,9.66,1,2025-03-18,9.66
Juice,Beverages,18.29,9,2024-12-02,164.61
Granola Bar,Snacks,45.93,12,2025-05-20,551.16
Potato,Vegetables,47.97,5,2024-10-05,239.85
Grapes,Fruits,2.64,1,2024-11-01,2.64
Coffee,Beverages,40.66,4,2025-02-05,162.64
Potato,Vegetables,35.74,19,2025-05-23,679.06
Spinach,Vegetables,22.37,18,2025-03-12,402.66
Cheese,Dairy,21.4,7,2024-08-27,149.8
Butter,Dairy,15.4,5,2024-09-24,77.0
Juice,Beverages,24.19,19,2024-12-22,459.61
Juice,Beverages,28.01,11,2025-01-08,308.11
Popcorn,Snacks,9.06,9,2025-03-30,81.54
Cream,Dairy,20.05,15,2025-03-29,300.75
Nuts,Snacks,33.48,13,2025-03-11,435.24
Milk,Dairy,20.63,3,2025-06-21,61.89
Grapes,Fruits,8.52,5,2025-02-05,42.6
Popcorn,Snacks,15.47,14,2024-10-23,216.58
Orange,Fruits,14.76,11,2025-05-23,162.36
Granola Bar,Snacks,18.07,6,2024-10-15,108.42
Chips,Snacks,16.28,7,2024-10-21,113.96
Milk,Dairy,9.7,10,2024-09-15,97.0
Tomato,Vegetables,27.17,7,2024-07-20,190.19
Soda,Beverages,19.33,3,2025-03-24,57.99
Granola Bar,Snacks,42.85,5,2025-06-04,214.25
Yogurt,Dairy,26.95,3,2024-09-19,80.85
Tomato,Vegetables,20.69,7,2025-05-01,144.83
Water,Beverages,26.82,17,2025-01-19,455.94
Potato,Vegetables,23.86,6,2024-07-10,143.16
Soda,Beverages,8.23,10,2025-01-29,82.3
Apple,Fruits,1.04,11,2025-03-15,11.44
Cream,Dairy,28.95,15,2025-05-29,434.25
Coffee,Beverages,14.22,20,2025-03-29,284.4
Banana,Fruits,30.3,8,2024-07-14,242.4
Cookies,Snacks,19.07,16,2025-04-19,305.12
Yogurt,Dairy,44.65,6,2024-06-28,267.9
Orange,Fruits,28.39,10,2024-08-08,283.9
Butter,Dairy,24.05,14,2024-09-07,336.7
Coffee,Beverages,49.58,2,2025-01-29,99.16
Cheese,Dairy,24.72,8,2025-03-09,197.76
Popcorn,Snacks,7.22,16,2025-01-06,115.52
Orange,Fruits,46.65,4,2024-11-20,186.6
Chips,Snacks,5.49,18,2025-01-22,98.82
Carrot,Vegetables,17.63,11,2024-10-09,193.93
Onion,Vegetables,39.98,4,2025-04-05,159.92
Butter,Dairy,28.34,6,2024-07-25,170.04
Onion,Vegetables,29.56,18,2024-12-11,532.08
Chips,Snacks,12.16,12,2024-07-18,145.92
Carrot,Vegetables,23.84,19,2024-08-14,452.96
Soda,Beverages,49.83,8,2025-04-11,398.64
Apple,Fruits,36.64,6,2025-04-15,219.84
Onion,Vegetables,27.21,7,2025-06-15,190.47
Tea,Beverages,8.68,6,2025-04-27,52.08
Granola Bar,Snacks,47.24,16,2025-01-06,755.84
Nuts,Snacks,22.61,15,2025-01-27,339.15
Cookies,Snacks,1.78,16,2025-05-03,28.48
Coffee,Beverages,42.39,3,2025-06-18,127.17
Grapes,Fruits,40.32,1,2025-02-02,40.32
Granola Bar,Snacks,22.02,17,2025-05-31,374.34
Chips,Snacks,1.48,19,2024-09-24,28.12
Soda,Beverages,42.26,4,2024-11-05,169.04
Banana,Fruits,11.05,13,2024-09-22,143.65
Cookies,Snacks,34.65,2,2025-03-19,69.3
Yogurt,Dairy,16.98,4,2024-12-02,67.92
Chips,Snacks,25.17,10,2025-02-01,251.7
Butter,Dairy,48.66,1,2025-03-29,48.66
Milk,Dairy,46.26,10,2025-01-13,462.6
Juice,Beverages,43.64,16,2024-12-17,698.24
Cheese,Dairy,25.51,20,2025-03-01,510.2
Banana,Fruits,31.56,11,2024-10-07,347.16
Tomato,Vegetables,22.15,20,2025-02-04,443.0
Cheese,Dairy,35.44,20,2025-01-02,708.8
Granola Bar,Snacks,36.32,15,2024-10-20,544.8
Yogurt,Dairy,7.22,18,2024-09-18,129.96
Yogurt,Dairy,32.05,13,2024-07-29,416.65
Nuts,Snacks,12.41,4,2024-09-21,49.64
Mango,Fruits,33.98,17,2025-04-18,577.66
Popcorn,Snacks,19.27,12,2024-11-10,231.24
Banana,Fruits,15.41,9,2025-03-13,138.69
Tomato,Vegetables,6.98,6,2024-08-13,41.88
Popcorn,Snacks,15.67,17,2025-05-07,266.39
Grapes,Fruits,7.53,1,2024-07-13,7.53
Onion,Vegetables,37.03,5,2025-05-04,185.15
Butter,Dairy,8.19,15,2025-06-14,122.85
Cheese,Dairy,42.36,7,2025-01-09,296.52
Orange,Fruits,28.27,8,2025-02-03,226.16
Grapes,Fruits,7.78,17,2025-02-09,132.26
Butter,Dairy,12.35,1,2024-12-11,12.35
Yogurt,Dairy,36.39,4,2024-08-17,145.56
Orange,Fruits,36.5,3,2025-03-17,109.5
Cookies,Snacks,42.93,9,2025-04-23,386.37
Orange,Fruits,24.49,1,2024-11-27,24.49
Butter,Dairy,5.69,20,2024-08-14,113.8
Cheese,Dairy,12.16,20,2024-12-04,243.2
Tomato,Vegetables,21.8,11,2025-04-08,239.8
Carrot,Vegetables,20.27,10,2024-09-19,202.7
Coffee,Beverages,45.24,8,2025-05-04,361.92
Apple,Fruits,38.27,16,2024-10-06,612.32
Cream,Dairy,1.4,18,2024-09-05,25.2
Carrot,Vegetables,7.88,11,2024-10-24,86.68
Popcorn,Snacks,3.88,7,2024-12-09,27.16
Cookies,Snacks,32.18,19,2024-10-10,611.42
Juice,Beverages,40.43,7,2025-05-23,283.01
Juice,Beverages,45.79,15,2024-08-06,686.85
Cheese,Dairy,3.66,11,2025-01-19,40.26
Mango,Fruits,3.95,13,2025-04-19,51.35
Orange,Fruits,31.94,7,2024-10-05,223.58
Mango,Fruits,18.53,12,2024-11-01,222.36
Potato,Vegetables,9.21,10,2024-07-12,92.1
Tea,Beverages,27.52,8,2025-04-02,220.16
Carrot,Vegetables,47.97,12,2025-01-31,575.64
Mango,Fruits,31.15,19,2024-09-20,591.85
Butter,Dairy,42.45,2,2024-08-26,84.9
Soda,Beverages,16.75,4,2025-02-11,67.0
Mango,Fruits,7.88,10,2024-10-27,78.8
Chips,Snacks,49.86,2,2025-05-31,99.72
Mango,Fruits,44.24,5,2025-01-25,221.2
Tomato,Vegetables,10.79,10,2024-06-26,107.9
Orange,Fruits,7.4,3,2025-04-19,22.2
Mango,Fruits,36.86,15,2024-11-22,552.9
Mango,Fruits,35.98,9,2025-01-24,323.82
Chips,Snacks,24.72,1,2025-05-26,24.72
Chips,Snacks,17.85,17,2025-01-07,303.45
Juice,Beverages,41.04,20,2024-11-29,820.8
Chips,Snacks,11.77,9,2025-02-26,105.93
Granola Bar,Snacks,27.84,19,2024-12-03,528.96
Soda,Beverages,28.94,20,2024-11-08,578.8
Granola Bar,Snacks,43.79,1,2024-07-04,43.79
Water,Beverages,1.84,12,2024-07-26,22.08
Tomato,Vegetables,7.34,20,2024-12-29,146.8
Popcorn,Snacks,20.53,13,2025-04-09,266.89
Onion,Vegetables,27.28,13,2024-08-03,354.64
Granola Bar,Snacks,31.85,1,2024-10-03,31.85
Spinach,Vegetables,12.07,2,2025-04-30,24.14
Butter,Dairy,24.86,18,2025-02-04,447.48
Onion,Vegetables,18.13,17,2024-12-06,308.21
Chips,Snacks,10.65,11,2024-09-28,117.15
Milk,Dairy,27.09,7,2024-07-02,189.63
Grapes,Fruits,29.23,10,2024-08-28,292.3
Cream,Dairy,8.15,4,2025-06-16,32.6
Chips,Snacks,16.13,19,2024-10-30,306.47
Cheese,Dairy,23.01,15,2024-10-22,345.15
Water,Beverages,45.36,4,2024-12-25,181.44
Cookies,Snacks,27.47,13,2024-07-31,357.11
Cream,Dairy,27.45,2,2025-06-03,54.9
Juice,Beverages,12.2,1,2024-11-30,12.2
Potato,Vegetables,16.06,7,2024-07-05,112.42
Soda,Beverages,14.11,11,2024-10-01,155.21
Chips,Snacks,18.66,6,2025-04-22,111.96
Tea,Beverages,15.59,9,2024-08-09,140.31
Cheese,Dairy,21.82,9,2024-10-11,196.38
Milk,Dairy,26.15,11,2025-04-08,287.65
Butter,Dairy,31.11,13,2024-08-04,404.43
Grapes,Fruits,31.18,2,2024-11-20,62.36
Granola Bar,Snacks,35.93,19,2025-01-07,682.67
Cream,Dairy,10.91,19,2025-01-17,207.29
Chips,Snacks,37.6,10,2025-05-13,376.0
Cream,Dairy,31.5,2,2024-10-20,63.0
Yogurt,Dairy,27.59,11,2025-03-27,303.49
Soda,Beverages,5.76,10,2025-05-05,57.6
Banana,Fruits,14.36,18,2024-10-10,258.48
Carrot,Vegetables,32.07,4,2024-08-17,128.28
Mango,Fruits,28.34,19,2025-04-01,538.46
Nuts,Snacks,41.54,7,2025-04-30,290.78
Cookies,Snacks,5.83,13,2024-08-06,75.79
Chips,Snacks,7.37,17,2024-08-05,125.29
Cookies,Snacks,28.53,15,2024-06-22,427.95
Milk,Dairy,15.59,2,2024-09-21,31.18
Orange,Fruits,23.35,19,2024-11-26,443.65
Cookies,Snacks,1.18,10,2024-09-14,11.8
Yogurt,Dairy,34.89,3,2024-12-06,104.67
