id,timestamp,sender,message
1392,2025-02-28 13:15:45,HDFCBK,You paid ₹7249.79 to Uber/Ola. UPI Ref: 567150975
1393,2025-03-27 07:21:50,HDFCBK,You paid ₹7987.81 to Uber/Ola. UPI Ref: 517423918
1394,2025-05-01 15:16:01,GPay,Rs. 6307.8 debited for Electricity/Water Bill.
1395,2025-02-18 15:34:09,ICICIBANK,INR 14045.13 spent at Swiggy/Zomato. Avl bal: 37414.47
1396,2025-02-04 16:55:13,AXISBANK,Rs. 11141.36 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1397,2025-04-12 07:07:10,GPay,INR 7565.46 spent at Amazon. Avl bal: 5410.74
1398,2024-12-31 16:43:36,GPay,Rs. 10683.12 debited for Electricity/Water Bill.
1399,2025-04-22 02:13:35,AXISBANK,You paid ₹2342.72 to Uber/Ola. UPI Ref: 251449407
1400,2025-06-20 19:04:01,GPay,INR 14000.84 spent at Amazon. Avl bal: 33994.13
1401,2025-06-06 11:44:47,BOBBNK,Rs. 4190.83 debited for Rent via NEFT to Leslie. A/c bal: Rs. 33622.4
1402,2025-05-18 14:55:33,AXISBANK,INR 13045.75 spent at Amazon. Avl bal: 22885.89
1403,2025-05-02 15:51:31,HDFCBK,Rs. 10530.31 debited for Rent via NEFT to Michael. A/c bal: Rs. 37093.35
1404,2025-04-05 07:41:49,BOBBNK,You paid ₹9513.84 to Uber/Ola. UPI Ref: 922284853
1405,2025-05-25 09:42:40,BOBBNK,Rs. 2856.4 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
1406,2025-02-17 02:33:22,HDFCBK,INR 12930.13 spent at Amazon. Avl bal: 35895.34
1407,2025-06-02 21:14:25,GPay,INR 7918.05 spent at Swiggy/Zomato. Avl bal: 28420.44
1408,2025-01-18 21:52:15,HDFCBK,Rs. 5776.65 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
1409,2025-01-29 07:28:33,AXISBANK,You paid ₹2928.42 to Uber/Ola. UPI Ref: 646381262
1410,2025-01-17 21:47:56,SBIINB,Rs. 11121.71 debited for Rent via NEFT to Sylvia. A/c bal: Rs. 34024.71
1411,2025-02-11 00:15:41,HDFCBK,Rs. 13207.27 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
1412,2025-06-23 20:58:37,BOBBNK,INR 9033.34 spent at Swiggy/Zomato. Avl bal: 29946.88
1413,2025-03-22 16:56:38,AXISBANK,Rs. 8807.82 debited for Rent via NEFT to Linda. A/c bal: Rs. 43427.39
1414,2025-02-09 08:26:53,ICICIBANK,Rs. 3022.68 debited for Electricity/Water Bill.
1415,2024-12-29 20:56:14,ICICIBANK,Rs. 6455.52 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
1416,2025-03-09 11:54:21,SBIINB,INR 11021.29 spent at Amazon. Avl bal: 10270.74
1417,2025-04-12 11:33:50,HDFCBK,Rs. 14293.98 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
1418,2025-04-11 14:14:30,ICICIBANK,Rs. 2092.39 debited for Electricity/Water Bill.
1419,2025-04-02 05:36:00,BOBBNK,Rs. 1606.0 debited for Rent via NEFT to Daniel. A/c bal: Rs. 49482.47
1420,2025-05-21 06:20:47,SBIINB,INR 11788.0 spent at Amazon. Avl bal: 13575.82
1421,2025-02-21 22:36:37,HDFCBK,You paid ₹1916.23 to Uber/Ola. UPI Ref: 716001298
1422,2025-06-10 22:19:28,ICICIBANK,INR 2666.76 spent at Swiggy/Zomato. Avl bal: 25267.98
1423,2025-06-25 19:25:48,BOBBNK,INR 10960.54 spent at Amazon. Avl bal: 36190.89
1424,2025-03-28 15:54:50,HDFCBK,INR 3474.47 spent at Swiggy/Zomato. Avl bal: 10195.75
1425,2025-03-06 13:49:29,HDFCBK,Rs. 3222.48 debited for Electricity/Water Bill.
1426,2025-03-09 22:34:04,BOBBNK,Rs. 7608.05 debited for Rent via NEFT to Brian. A/c bal: Rs. 22552.36
1427,2025-06-25 02:39:14,ICICIBANK,Rs. 5721.68 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
1428,2025-01-05 15:12:27,SBIINB,Rs. 7150.49 debited for Electricity/Water Bill.
1429,2025-01-07 15:59:58,BOBBNK,You paid ₹9035.73 to Uber/Ola. UPI Ref: 971130208
1430,2025-02-09 23:43:40,BOBBNK,INR 4426.28 spent at Swiggy/Zomato. Avl bal: 35850.31
1431,2025-02-17 10:09:19,BOBBNK,Rs. 14894.3 debited for Rent via NEFT to Cameron. A/c bal: Rs. 29069.8
1432,2025-03-12 09:48:42,ICICIBANK,Rs. 9381.37 debited for Rent via NEFT to Tammy. A/c bal: Rs. 42054.06
1433,2025-01-07 20:59:15,AXISBANK,Rs. 313.87 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1434,2025-05-26 13:07:00,ICICIBANK,INR 8644.35 spent at Swiggy/Zomato. Avl bal: 16324.39
1435,2025-01-28 05:18:30,HDFCBK,INR 1976.85 spent at Swiggy/Zomato. Avl bal: 17763.52
1436,2025-04-15 08:47:56,HDFCBK,INR 1366.19 spent at Swiggy/Zomato. Avl bal: 3873.53
1437,2025-03-21 20:46:43,ICICIBANK,Rs. 8080.89 debited for Electricity/Water Bill.
1438,2025-01-18 09:38:30,ICICIBANK,Rs. 9509.51 debited for Rent via NEFT to Melinda. A/c bal: Rs. 29138.83
1439,2025-03-30 03:04:30,HDFCBK,Rs. 7059.13 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
1440,2025-03-19 21:20:00,BOBBNK,You paid ₹4220.48 to Uber/Ola. UPI Ref: 795157117
1441,2025-06-04 10:59:33,HDFCBK,Rs. 9383.07 debited for Electricity/Water Bill.
1442,2025-03-18 02:02:52,SBIINB,INR 10861.0 spent at Amazon. Avl bal: 31664.39
1443,2025-03-04 05:38:02,SBIINB,INR 14994.52 spent at Amazon. Avl bal: 40535.16
1444,2025-03-17 01:23:59,AXISBANK,Rs. 14687.75 debited for Rent via NEFT to Anthony. A/c bal: Rs. 30525.03
1445,2025-02-08 04:49:18,BOBBNK,INR 1164.55 spent at Amazon. Avl bal: 1040.76
1446,2025-02-08 16:58:40,HDFCBK,INR 6891.88 spent at Swiggy/Zomato. Avl bal: 35032.95
1447,2025-01-12 22:14:31,GPay,Rs. 11515.65 debited towards Netflix/Amazon Prime. Thank you for using GPay
1448,2025-03-26 03:42:35,SBIINB,You paid ₹5142.97 to Uber/Ola. UPI Ref: 761184635
1449,2025-02-04 07:47:28,BOBBNK,INR 5161.23 spent at Swiggy/Zomato. Avl bal: 25382.44
1450,2025-02-09 14:42:57,HDFCBK,Rs. 1822.35 debited for Rent via NEFT to Lisa. A/c bal: Rs. 46034.92
1451,2025-01-17 02:51:46,BOBBNK,INR 4857.23 spent at Swiggy/Zomato. Avl bal: 28497.33
1452,2025-02-19 21:16:13,ICICIBANK,Rs. 1219.31 debited for Electricity/Water Bill.
1453,2025-02-19 06:50:21,AXISBANK,Rs. 13790.32 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1454,2025-03-11 00:29:30,GPay,Rs. 3571.11 debited towards Netflix/Amazon Prime. Thank you for using GPay
1455,2025-03-29 19:30:26,SBIINB,INR 11239.62 spent at Swiggy/Zomato. Avl bal: 49990.8
1456,2025-02-17 13:00:02,ICICIBANK,Rs. 13238.52 debited for Electricity/Water Bill.
1457,2025-02-11 16:13:40,ICICIBANK,INR 9692.59 spent at Amazon. Avl bal: 40045.52
1458,2025-06-04 21:38:25,SBIINB,Rs. 10568.69 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
1459,2025-01-10 20:07:59,HDFCBK,INR 11753.36 spent at Swiggy/Zomato. Avl bal: 9552.56
1460,2025-02-17 02:04:55,BOBBNK,Rs. 871.23 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
1461,2025-04-04 14:42:07,ICICIBANK,Rs. 6948.21 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
1462,2025-06-10 11:17:40,AXISBANK,You paid ₹7029.97 to Uber/Ola. UPI Ref: 85632036
1463,2025-02-22 23:37:53,SBIINB,INR 1887.64 spent at Amazon. Avl bal: 20738.44
1464,2025-03-28 16:25:41,GPay,You paid ₹6783.2 to Uber/Ola. UPI Ref: 621457932
1465,2025-02-20 00:53:13,SBIINB,Rs. 8109.97 debited for Electricity/Water Bill.
1466,2025-05-09 07:21:49,SBIINB,Rs. 5128.36 debited for Rent via NEFT to Brian. A/c bal: Rs. 11513.21
1467,2025-03-09 16:09:58,AXISBANK,Rs. 987.95 debited for Electricity/Water Bill.
1468,2025-04-17 01:35:03,AXISBANK,Rs. 4043.84 debited for Electricity/Water Bill.
1469,2025-05-27 04:34:40,ICICIBANK,Rs. 11946.97 debited for Rent via NEFT to Carolyn. A/c bal: Rs. 9888.82
1470,2025-05-12 02:11:51,BOBBNK,INR 7976.78 spent at Swiggy/Zomato. Avl bal: 7684.42
1471,2025-06-01 09:33:53,AXISBANK,Rs. 12881.92 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1472,2025-06-25 09:15:14,HDFCBK,Rs. 7164.9 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
1473,2025-06-05 05:52:56,BOBBNK,You paid ₹11526.85 to Uber/Ola. UPI Ref: 331121893
1474,2025-01-24 05:35:15,SBIINB,Rs. 6757.26 debited for Electricity/Water Bill.
1475,2025-01-12 00:03:51,AXISBANK,Rs. 2799.33 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1476,2025-05-04 20:53:04,ICICIBANK,Rs. 3761.86 debited for Electricity/Water Bill.
1477,2025-03-12 10:50:41,HDFCBK,Rs. 4290.59 debited for Electricity/Water Bill.
1478,2025-04-05 13:24:21,ICICIBANK,Rs. 3128.24 debited for Electricity/Water Bill.
1479,2025-06-16 16:14:48,SBIINB,You paid ₹9814.84 to Uber/Ola. UPI Ref: 212093438
1480,2025-04-09 12:13:29,ICICIBANK,INR 4047.88 spent at Swiggy/Zomato. Avl bal: 2761.71
1481,2025-04-20 13:10:22,BOBBNK,Rs. 6140.56 debited for Electricity/Water Bill.
1482,2025-06-07 08:10:18,SBIINB,Rs. 12454.85 debited for Electricity/Water Bill.
1483,2025-02-03 03:02:03,ICICIBANK,Rs. 10254.28 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
1484,2025-05-27 20:30:07,GPay,Rs. 11580.97 debited for Electricity/Water Bill.
1485,2025-04-05 21:51:14,ICICIBANK,Rs. 392.64 debited for Rent via NEFT to Kyle. A/c bal: Rs. 32832.83
1486,2025-03-31 12:31:54,ICICIBANK,Rs. 8727.15 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
1487,2025-02-17 02:33:44,HDFCBK,Rs. 13698.55 debited for Electricity/Water Bill.
1488,2025-04-26 22:40:14,BOBBNK,Rs. 7874.1 debited for Electricity/Water Bill.
1489,2025-05-05 07:53:04,ICICIBANK,Rs. 8756.07 debited for Rent via NEFT to Monica. A/c bal: Rs. 10653.92
1490,2025-03-23 13:39:14,ICICIBANK,Rs. 6993.64 debited for Rent via NEFT to Brittany. A/c bal: Rs. 6511.87
1491,2025-05-03 04:05:27,AXISBANK,INR 7078.59 spent at Swiggy/Zomato. Avl bal: 5250.91
1492,2025-03-14 04:19:22,HDFCBK,Rs. 10670.69 debited for Rent via NEFT to Sarah. A/c bal: Rs. 22895.63
1493,2025-05-24 09:50:34,AXISBANK,You paid ₹8842.99 to Uber/Ola. UPI Ref: 971815940
1494,2025-01-01 23:55:47,ICICIBANK,You paid ₹8732.09 to Uber/Ola. UPI Ref: 947056801
1495,2025-06-12 11:56:11,AXISBANK,INR 10819.69 spent at Swiggy/Zomato. Avl bal: 10520.09
1496,2025-02-16 03:26:07,AXISBANK,Rs. 1979.11 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1497,2025-05-28 02:26:09,GPay,Rs. 9259.91 debited for Rent via NEFT to James. A/c bal: Rs. 29238.22
1498,2025-03-22 03:23:47,ICICIBANK,INR 14852.68 spent at Amazon. Avl bal: 38311.89
1499,2025-06-24 22:10:42,AXISBANK,INR 10947.55 spent at Amazon. Avl bal: 24960.62
1500,2025-04-13 01:58:10,BOBBNK,INR 11774.41 spent at Swiggy/Zomato. Avl bal: 9353.92
1501,2025-01-12 23:20:03,BOBBNK,You paid ₹910.64 to Uber/Ola. UPI Ref: 433168966
1502,2025-01-15 17:53:15,BOBBNK,INR 9763.07 spent at Swiggy/Zomato. Avl bal: 27906.38
1503,2025-02-26 08:24:47,SBIINB,Rs. 4884.59 debited for Electricity/Water Bill.
1504,2025-02-21 11:56:05,ICICIBANK,Rs. 8970.65 debited for Rent via NEFT to Suzanne. A/c bal: Rs. 49174.8
1505,2025-04-24 06:57:34,ICICIBANK,INR 13052.03 spent at Swiggy/Zomato. Avl bal: 31384.33
1506,2025-06-11 20:55:27,HDFCBK,INR 1139.09 spent at Swiggy/Zomato. Avl bal: 5583.89
1507,2025-03-11 17:41:42,GPay,Rs. 2268.15 debited for Rent via NEFT to William. A/c bal: Rs. 26560.03
1508,2025-04-11 20:31:27,ICICIBANK,Rs. 12932.05 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
1509,2025-05-31 19:19:46,HDFCBK,Rs. 8071.54 debited for Rent via NEFT to Susan. A/c bal: Rs. 39106.76
1510,2025-01-08 14:02:39,GPay,INR 13498.11 spent at Amazon. Avl bal: 2575.05
1511,2025-03-22 15:40:37,ICICIBANK,INR 8072.86 spent at Swiggy/Zomato. Avl bal: 5161.57
1512,2025-05-15 08:10:38,GPay,You paid ₹14786.86 to Uber/Ola. UPI Ref: 613363153
1513,2025-04-04 09:53:12,ICICIBANK,Rs. 2744.92 debited for Rent via NEFT to Henry. A/c bal: Rs. 43944.76
1514,2025-01-26 23:41:45,BOBBNK,INR 6169.36 spent at Swiggy/Zomato. Avl bal: 49722.73
1515,2025-02-11 08:49:30,SBIINB,INR 14753.88 spent at Swiggy/Zomato. Avl bal: 20791.34
1516,2025-05-15 13:10:34,SBIINB,Rs. 7112.34 debited for Electricity/Water Bill.
1517,2025-04-09 15:03:28,SBIINB,You paid ₹7536.47 to Uber/Ola. UPI Ref: 136784118
1518,2025-05-11 03:36:14,SBIINB,INR 8644.27 spent at Swiggy/Zomato. Avl bal: 13072.98
1519,2025-05-19 21:18:16,AXISBANK,INR 9714.16 spent at Swiggy/Zomato. Avl bal: 32819.79
1520,2025-05-12 09:54:13,SBIINB,Rs. 6049.79 debited for Electricity/Water Bill.
1521,2025-04-28 04:38:19,ICICIBANK,You paid ₹5324.79 to Uber/Ola. UPI Ref: 206199313
1522,2025-01-10 23:40:27,HDFCBK,Rs. 3312.23 debited for Rent via NEFT to Amber. A/c bal: Rs. 40869.33
1523,2025-05-14 13:59:25,GPay,Rs. 11687.31 debited towards Netflix/Amazon Prime. Thank you for using GPay
1524,2025-04-29 09:18:48,ICICIBANK,INR 14033.93 spent at Amazon. Avl bal: 17028.79
1525,2025-01-31 04:44:56,HDFCBK,INR 7330.39 spent at Amazon. Avl bal: 36432.23
1526,2025-01-24 00:30:39,SBIINB,Rs. 12205.45 debited for Rent via NEFT to Richard. A/c bal: Rs. 3807.81
1527,2025-04-14 00:48:38,BOBBNK,INR 1153.17 spent at Swiggy/Zomato. Avl bal: 17737.68
1528,2025-02-03 21:26:14,GPay,Rs. 13319.78 debited for Electricity/Water Bill.
1529,2025-04-06 22:37:45,GPay,INR 6535.26 spent at Amazon. Avl bal: 1266.43
1530,2025-03-30 19:23:21,HDFCBK,Rs. 3849.03 debited for Electricity/Water Bill.
1531,2025-03-15 11:31:16,AXISBANK,INR 14984.82 spent at Swiggy/Zomato. Avl bal: 5475.93
1532,2025-03-06 03:33:42,SBIINB,INR 9856.53 spent at Amazon. Avl bal: 21592.85
1533,2025-01-31 00:48:01,AXISBANK,INR 13154.53 spent at Amazon. Avl bal: 30592.75
1534,2025-03-08 20:24:36,ICICIBANK,Rs. 12460.72 debited for Electricity/Water Bill.
1535,2025-04-30 11:50:56,ICICIBANK,INR 10241.39 spent at Swiggy/Zomato. Avl bal: 19144.86
1536,2025-05-04 07:55:10,SBIINB,Rs. 11918.41 debited for Rent via NEFT to Amy. A/c bal: Rs. 26163.29
1537,2025-06-05 21:31:52,GPay,Rs. 4256.09 debited for Electricity/Water Bill.
1538,2025-02-22 22:03:24,AXISBANK,Rs. 9567.29 debited for Electricity/Water Bill.
1539,2025-03-08 13:26:32,AXISBANK,You paid ₹1542.08 to Uber/Ola. UPI Ref: 287727985
1540,2025-04-30 04:26:16,AXISBANK,Rs. 13750.24 debited for Rent via NEFT to Anthony. A/c bal: Rs. 46383.64
1541,2025-05-06 13:12:28,HDFCBK,You paid ₹11705.75 to Uber/Ola. UPI Ref: 632065856
1542,2025-06-15 23:06:52,BOBBNK,INR 10651.81 spent at Swiggy/Zomato. Avl bal: 47839.29
1543,2025-04-28 05:12:11,HDFCBK,INR 6149.26 spent at Swiggy/Zomato. Avl bal: 10731.1
1544,2025-06-09 11:04:31,AXISBANK,Rs. 6152.29 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1545,2025-04-24 14:54:03,BOBBNK,Rs. 8444.71 debited for Electricity/Water Bill.
1546,2025-04-14 14:43:41,BOBBNK,Rs. 4937.06 debited for Electricity/Water Bill.
1547,2025-06-03 05:13:18,BOBBNK,INR 12382.01 spent at Swiggy/Zomato. Avl bal: 27333.77
1548,2025-05-27 02:44:22,BOBBNK,INR 12327.87 spent at Amazon. Avl bal: 4591.14
1549,2025-04-09 21:01:55,ICICIBANK,INR 7482.89 spent at Swiggy/Zomato. Avl bal: 5018.29
1550,2025-02-11 19:03:40,ICICIBANK,INR 5262.64 spent at Swiggy/Zomato. Avl bal: 3398.76
1551,2025-02-22 11:08:40,GPay,You paid ₹9669.84 to Uber/Ola. UPI Ref: 319188051
1552,2025-02-07 23:33:05,BOBBNK,Rs. 8060.35 debited for Rent via NEFT to Ethan. A/c bal: Rs. 36201.94
1553,2025-05-23 00:07:45,GPay,You paid ₹12344.51 to Uber/Ola. UPI Ref: 471952536
1554,2025-01-04 18:50:43,HDFCBK,INR 5547.7 spent at Swiggy/Zomato. Avl bal: 9561.52
1555,2025-01-29 22:50:23,BOBBNK,Rs. 7241.33 debited for Electricity/Water Bill.
1556,2025-01-22 10:28:11,HDFCBK,Rs. 5834.52 debited for Electricity/Water Bill.
1557,2025-05-31 12:16:44,GPay,Rs. 5534.54 debited for Rent via NEFT to Ashley. A/c bal: Rs. 24920.03
1558,2025-05-06 12:51:35,ICICIBANK,Rs. 9069.04 debited for Rent via NEFT to Deborah. A/c bal: Rs. 16099.21
1559,2025-06-02 19:33:12,BOBBNK,INR 191.55 spent at Swiggy/Zomato. Avl bal: 47222.07
1560,2025-01-20 07:25:04,ICICIBANK,Rs. 803.65 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
1561,2025-04-20 11:21:27,GPay,Rs. 10093.34 debited towards Netflix/Amazon Prime. Thank you for using GPay
1562,2025-06-24 19:22:45,ICICIBANK,INR 12063.26 spent at Swiggy/Zomato. Avl bal: 47069.31
1563,2025-04-06 23:38:22,ICICIBANK,You paid ₹13837.23 to Uber/Ola. UPI Ref: 608469678
1564,2024-12-27 03:48:24,ICICIBANK,Rs. 7978.56 debited for Rent via NEFT to Joshua. A/c bal: Rs. 31383.69
1565,2025-05-25 13:18:38,GPay,INR 8124.17 spent at Amazon. Avl bal: 17168.2
1566,2025-06-01 03:24:56,ICICIBANK,INR 10067.43 spent at Swiggy/Zomato. Avl bal: 5378.39
1567,2025-05-28 16:01:40,HDFCBK,INR 797.89 spent at Swiggy/Zomato. Avl bal: 3913.81
1568,2025-06-04 07:56:29,SBIINB,Rs. 14599.76 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
1569,2025-02-02 07:47:47,ICICIBANK,Rs. 10035.18 debited for Electricity/Water Bill.
1570,2025-05-21 22:54:36,SBIINB,Rs. 2269.12 debited for Electricity/Water Bill.
1571,2025-04-30 21:12:33,GPay,Rs. 1654.54 debited for Rent via NEFT to Daniel. A/c bal: Rs. 47048.56
1572,2025-01-28 12:04:17,GPay,Rs. 6056.04 debited towards Netflix/Amazon Prime. Thank you for using GPay
1573,2025-06-10 12:35:00,BOBBNK,Rs. 11749.47 debited for Rent via NEFT to Danielle. A/c bal: Rs. 37116.96
1574,2025-06-08 08:44:49,SBIINB,INR 4770.1 spent at Swiggy/Zomato. Avl bal: 12595.92
1575,2025-05-12 07:40:30,BOBBNK,Rs. 2481.31 debited for Electricity/Water Bill.
1576,2025-04-20 16:05:27,BOBBNK,You paid ₹14939.87 to Uber/Ola. UPI Ref: 59286846
1577,2025-01-18 14:27:11,AXISBANK,INR 1474.1 spent at Amazon. Avl bal: 11877.1
1578,2025-03-09 10:47:43,HDFCBK,Rs. 6089.5 debited for Electricity/Water Bill.
1579,2025-02-24 05:27:56,BOBBNK,Rs. 3756.99 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
1580,2025-02-08 22:47:48,ICICIBANK,Rs. 4586.93 debited for Electricity/Water Bill.
1581,2025-05-16 07:26:57,HDFCBK,You paid ₹887.61 to Uber/Ola. UPI Ref: 677646150
1582,2025-02-08 00:32:59,BOBBNK,INR 1554.92 spent at Amazon. Avl bal: 7891.97
1583,2025-06-10 21:01:30,AXISBANK,INR 5667.41 spent at Amazon. Avl bal: 42386.39
1584,2025-02-21 21:09:48,GPay,Rs. 10209.83 debited for Rent via NEFT to Mia. A/c bal: Rs. 8786.57
1585,2024-12-27 22:47:48,ICICIBANK,INR 8249.87 spent at Swiggy/Zomato. Avl bal: 46806.76
1586,2025-06-03 07:38:40,AXISBANK,Rs. 3895.32 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1587,2025-02-13 11:39:54,SBIINB,You paid ₹467.69 to Uber/Ola. UPI Ref: 785977558
1588,2025-05-18 16:32:27,AXISBANK,INR 6042.53 spent at Amazon. Avl bal: 36307.14
1589,2025-04-02 00:15:44,SBIINB,Rs. 8185.2 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
1590,2025-02-09 21:35:39,AXISBANK,Rs. 14595.26 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1591,2025-05-08 20:08:29,SBIINB,INR 7364.21 spent at Swiggy/Zomato. Avl bal: 45613.27
1592,2025-06-06 17:20:33,SBIINB,INR 12683.38 spent at Swiggy/Zomato. Avl bal: 21413.39
1593,2025-02-16 03:51:21,HDFCBK,INR 13616.66 spent at Swiggy/Zomato. Avl bal: 8948.45
1594,2025-03-12 23:45:18,BOBBNK,Rs. 14616.17 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
1595,2025-02-14 22:04:37,GPay,Rs. 14519.8 debited towards Netflix/Amazon Prime. Thank you for using GPay
1596,2025-06-21 19:00:07,HDFCBK,Rs. 4615.88 debited for Rent via NEFT to Jeffrey. A/c bal: Rs. 39184.73
1597,2025-02-22 14:37:58,HDFCBK,INR 12260.64 spent at Amazon. Avl bal: 16543.39
1598,2025-02-20 06:52:54,ICICIBANK,You paid ₹13224.24 to Uber/Ola. UPI Ref: 285598147
1599,2025-06-11 22:13:56,SBIINB,INR 5269.56 spent at Swiggy/Zomato. Avl bal: 40752.07
1600,2025-06-15 12:16:09,BOBBNK,You paid ₹14067.86 to Uber/Ola. UPI Ref: 536468892
1601,2025-05-29 05:23:34,BOBBNK,You paid ₹13543.26 to Uber/Ola. UPI Ref: 948076620
1602,2025-05-12 04:13:29,BOBBNK,Rs. 4179.02 debited for Electricity/Water Bill.
1603,2025-03-31 04:28:49,AXISBANK,You paid ₹7815.26 to Uber/Ola. UPI Ref: 237927900
1604,2025-04-17 00:03:12,BOBBNK,You paid ₹8282.59 to Uber/Ola. UPI Ref: 768466249
1605,2025-06-11 10:32:09,GPay,You paid ₹2072.78 to Uber/Ola. UPI Ref: 865801393
1606,2025-01-22 01:03:26,AXISBANK,Rs. 14696.7 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1607,2024-12-25 23:22:02,GPay,You paid ₹3414.59 to Uber/Ola. UPI Ref: 992075575
1608,2025-01-28 15:50:01,SBIINB,INR 14779.45 spent at Amazon. Avl bal: 28141.44
1609,2025-02-03 22:01:32,ICICIBANK,INR 8947.98 spent at Swiggy/Zomato. Avl bal: 40258.16
1610,2025-06-19 06:46:11,ICICIBANK,You paid ₹886.64 to Uber/Ola. UPI Ref: 835803093
1611,2025-05-20 10:44:15,SBIINB,INR 6445.99 spent at Swiggy/Zomato. Avl bal: 10865.22
1612,2025-06-07 06:49:03,SBIINB,Rs. 8377.71 debited for Electricity/Water Bill.
1613,2025-02-07 01:28:00,BOBBNK,INR 7896.75 spent at Amazon. Avl bal: 6445.24
1614,2025-02-06 20:27:48,AXISBANK,Rs. 4036.5 debited for Rent via NEFT to Elizabeth. A/c bal: Rs. 7362.98
1615,2025-02-12 09:08:53,GPay,Rs. 4504.32 debited for Electricity/Water Bill.
1616,2025-04-04 14:22:29,BOBBNK,Rs. 9972.58 debited for Electricity/Water Bill.
1617,2025-03-04 08:36:40,SBIINB,Rs. 1699.11 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
1618,2025-01-02 14:03:42,HDFCBK,Rs. 3870.78 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
1619,2025-01-20 09:08:08,ICICIBANK,You paid ₹837.36 to Uber/Ola. UPI Ref: 390141489
1620,2025-04-22 22:36:37,BOBBNK,Rs. 5479.74 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
1621,2025-05-16 01:30:50,HDFCBK,Rs. 5559.01 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
1622,2025-05-25 01:01:49,AXISBANK,INR 3358.24 spent at Swiggy/Zomato. Avl bal: 3697.45
1623,2025-02-23 01:38:53,GPay,INR 12853.74 spent at Amazon. Avl bal: 17371.62
1624,2024-12-27 08:13:42,SBIINB,INR 5851.27 spent at Amazon. Avl bal: 34922.31
1625,2025-01-13 05:47:38,GPay,Rs. 5237.18 debited for Electricity/Water Bill.
1626,2025-04-20 08:43:46,BOBBNK,INR 5214.29 spent at Amazon. Avl bal: 7357.79
1627,2025-02-04 10:11:38,AXISBANK,Rs. 13131.58 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
1628,2025-04-06 02:38:59,GPay,INR 9231.1 spent at Swiggy/Zomato. Avl bal: 16922.67
1629,2025-05-12 13:50:51,AXISBANK,INR 939.43 spent at Swiggy/Zomato. Avl bal: 30508.11
1630,2025-04-10 21:18:55,HDFCBK,Rs. 13519.9 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
1631,2025-03-09 21:18:55,SBIINB,Rs. 12117.46 debited for Rent via NEFT to Amber. A/c bal: Rs. 4377.93
1632,2025-02-22 17:26:43,GPay,Rs. 7685.7 debited for Electricity/Water Bill.
1633,2025-06-18 20:20:46,AXISBANK,INR 6413.61 spent at Amazon. Avl bal: 34570.1
1634,2025-06-13 09:57:36,BOBBNK,You paid ₹8083.11 to Uber/Ola. UPI Ref: 865372235
1635,2025-02-12 14:33:54,ICICIBANK,You paid ₹13271.45 to Uber/Ola. UPI Ref: 58307043
1636,2025-05-29 12:11:21,BOBBNK,You paid ₹6569.15 to Uber/Ola. UPI Ref: 109077324
1637,2025-05-14 02:54:24,SBIINB,INR 7956.78 spent at Amazon. Avl bal: 31625.95
1638,2025-05-30 23:26:31,HDFCBK,Rs. 12746.58 debited for Electricity/Water Bill.
1639,2025-02-05 22:59:47,HDFCBK,INR 2587.13 spent at Swiggy/Zomato. Avl bal: 13553.49
1640,2025-01-01 13:17:45,ICICIBANK,Rs. 3843.57 debited for Electricity/Water Bill.
1641,2025-06-19 05:23:01,HDFCBK,You paid ₹5247.23 to Uber/Ola. UPI Ref: 107708917
