Date,UPI ID,Amount,Type,Purpose
2025-01-23,amazon@upi,2378.08,Credit,Food Delivery
2025-03-03,rentcollection@upi,13737.03,Debit,Food Delivery
2025-06-20,amazon@upi,10517.98,Credit,Food Delivery
2025-03-17,rentcollection@upi,4043.67,Debit,Shopping
2025-04-23,phonepe@upi,2373.92,Debit,House Rent
2025-05-21,swiggy@upi,6529.06,Debit,House Rent
2025-04-16,paytm@upi,13016.66,Debit,House Rent
2025-02-19,rentcollection@upi,13960.47,Debit,Food Delivery
2025-02-21,phonepe@upi,14495.3,Credit,House Rent
2025-01-31,paytm@upi,502.01,Credit,Shopping
2025-02-02,swiggy@upi,4011.61,Debit,Reimbursement
2025-05-19,swiggy@upi,6094.32,Credit,Subscription
2025-06-12,gpay@upi,13179.4,Credit,Medical
2025-05-29,rentcollection@upi,8205.7,Credit,Subscription
2025-04-12,swiggy@upi,11871.52,Credit,Medical
2025-01-13,paytm@upi,669.05,Debit,Shopping
2025-01-27,gpay@upi,12261.03,Debit,House Rent
2025-04-29,amazon@upi,7382.16,Debit,Food Delivery
2025-05-24,gpay@upi,14715.07,Debit,Subscription
2025-01-31,paytm@upi,7251.22,Debit,Reimbursement
2025-06-05,rentcollection@upi,839.28,Credit,Medical
2025-05-08,paytm@upi,10197.08,Debit,Reimbursement
2025-01-22,swiggy@upi,10075.82,Debit,Medical
2025-01-14,paytm@upi,7740.14,Credit,Shopping
2025-02-21,paytm@upi,6453.13,Debit,Subscription
2025-04-07,amazon@upi,4784.48,Debit,Reimbursement
2025-04-20,phonepe@upi,9964.7,Credit,Food Delivery
2025-04-20,phonepe@upi,6435.44,Credit,Reimbursement
2025-05-12,phonepe@upi,4585.23,Debit,Medical
2025-01-05,paytm@upi,11635.62,Credit,Food Delivery
2025-06-05,amazon@upi,13810.28,Debit,Reimbursement
2025-02-01,swiggy@upi,4518.01,Debit,House Rent
2025-05-16,paytm@upi,5355.3,Debit,Food Delivery
2024-12-26,paytm@upi,6600.34,Debit,Shopping
2025-04-05,gpay@upi,14376.63,Credit,Shopping
2025-02-13,amazon@upi,13778.83,Credit,House Rent
2025-02-15,phonepe@upi,1267.7,Debit,Food Delivery
2025-03-20,rentcollection@upi,3163.86,Debit,House Rent
2025-02-04,rentcollection@upi,1805.18,Debit,Subscription
2025-03-07,gpay@upi,440.87,Debit,Food Delivery
2025-03-04,paytm@upi,10212.5,Debit,House Rent
2025-03-30,swiggy@upi,8700.13,Debit,Food Delivery
2025-03-09,swiggy@upi,13629.67,Debit,Food Delivery
2025-04-23,amazon@upi,9871.0,Credit,House Rent
2025-03-29,rentcollection@upi,2646.52,Debit,Shopping
2025-04-04,phonepe@upi,3349.71,Credit,Medical
2025-01-21,gpay@upi,8815.67,Debit,Food Delivery
2025-06-19,amazon@upi,7769.04,Credit,House Rent
2025-01-11,rentcollection@upi,1853.92,Credit,Reimbursement
2025-02-01,phonepe@upi,8297.33,Debit,Shopping
2025-05-09,rentcollection@upi,11221.33,Debit,Reimbursement
2025-03-20,gpay@upi,13601.54,Debit,Food Delivery
2025-05-15,gpay@upi,13800.74,Debit,Medical
2025-03-08,amazon@upi,3964.05,Debit,Medical
2025-01-02,swiggy@upi,5859.63,Credit,Food Delivery
2025-01-28,paytm@upi,11990.87,Credit,House Rent
2025-03-08,swiggy@upi,9820.25,Credit,Food Delivery
2025-05-25,paytm@upi,13088.19,Debit,Reimbursement
2025-04-21,swiggy@upi,13611.35,Credit,Medical
2025-04-05,rentcollection@upi,5429.3,Credit,Subscription
2025-03-09,paytm@upi,9054.46,Debit,House Rent
2025-02-18,phonepe@upi,1971.16,Debit,House Rent
2025-03-24,gpay@upi,11762.27,Debit,Reimbursement
2025-05-02,paytm@upi,3474.87,Debit,Subscription
2025-02-01,rentcollection@upi,3500.66,Debit,Shopping
2025-01-05,paytm@upi,895.57,Debit,Medical
2025-04-14,phonepe@upi,8226.76,Credit,Shopping
2025-03-28,gpay@upi,8816.32,Debit,Shopping
2025-04-08,rentcollection@upi,13507.44,Debit,House Rent
2025-04-06,gpay@upi,11498.22,Credit,Shopping
2025-05-04,phonepe@upi,14152.8,Debit,Subscription
2025-05-03,phonepe@upi,144.25,Debit,House Rent
2024-12-29,swiggy@upi,2750.63,Debit,Shopping
2025-06-01,phonepe@upi,10858.69,Credit,Shopping
2025-02-21,phonepe@upi,13513.63,Credit,Reimbursement
2025-06-07,amazon@upi,3838.99,Credit,Medical
2025-04-16,swiggy@upi,2156.59,Credit,Shopping
2025-03-10,phonepe@upi,10040.05,Debit,Shopping
2025-01-18,paytm@upi,5625.88,Debit,Medical
2025-06-11,paytm@upi,11205.76,Credit,Food Delivery
2025-01-12,phonepe@upi,6521.94,Credit,Subscription
2025-02-02,paytm@upi,2234.67,Credit,Medical
2025-04-04,phonepe@upi,10636.79,Debit,Food Delivery
2025-02-22,gpay@upi,1687.21,Credit,Food Delivery
2025-02-18,amazon@upi,14562.24,Credit,Reimbursement
2025-01-11,phonepe@upi,6581.59,Debit,Shopping
2025-02-24,swiggy@upi,11749.91,Credit,Medical
2025-02-05,phonepe@upi,14906.5,Debit,House Rent
2025-02-06,swiggy@upi,9667.79,Debit,Shopping
2025-05-12,rentcollection@upi,13574.24,Debit,Shopping
2025-01-05,amazon@upi,13045.4,Credit,Shopping
2025-02-09,phonepe@upi,7639.49,Debit,Medical
2025-02-18,amazon@upi,1515.8,Debit,Subscription
2025-06-09,amazon@upi,7315.4,Debit,House Rent
2025-04-06,paytm@upi,528.41,Credit,House Rent
2025-03-28,rentcollection@upi,11251.27,Credit,Medical
2025-01-24,gpay@upi,1119.15,Credit,Subscription
2025-02-21,phonepe@upi,8720.84,Credit,House Rent
2025-01-20,gpay@upi,5655.58,Debit,Food Delivery
2025-02-12,phonepe@upi,5172.16,Debit,House Rent
2025-05-28,phonepe@upi,9621.22,Credit,Subscription
2025-02-28,paytm@upi,8042.93,Credit,House Rent
2025-06-07,phonepe@upi,3717.66,Credit,House Rent
2025-05-24,phonepe@upi,8652.85,Debit,Shopping
2025-01-18,amazon@upi,2077.38,Debit,Subscription
2025-06-25,paytm@upi,10596.05,Debit,Medical
2025-04-25,phonepe@upi,6062.23,Credit,Reimbursement
2025-03-29,paytm@upi,2281.1,Debit,House Rent
2025-02-16,paytm@upi,2806.42,Credit,Subscription
2025-04-02,paytm@upi,11741.63,Debit,Shopping
2025-04-04,amazon@upi,14988.9,Credit,Medical
2025-02-16,gpay@upi,2717.59,Debit,Food Delivery
2025-01-23,rentcollection@upi,11949.39,Credit,Food Delivery
2025-04-14,paytm@upi,8772.21,Credit,House Rent
2025-04-01,amazon@upi,8944.63,Credit,Medical
2025-01-20,paytm@upi,1418.41,Credit,Reimbursement
2025-05-11,amazon@upi,11046.35,Credit,Shopping
2025-01-01,amazon@upi,8701.78,Credit,Food Delivery
2025-04-08,gpay@upi,10931.01,Debit,Reimbursement
2025-02-11,gpay@upi,13379.03,Credit,House Rent
2025-05-29,phonepe@upi,5652.17,Credit,Subscription
2025-04-20,gpay@upi,10710.29,Debit,Reimbursement
2025-05-05,swiggy@upi,12712.0,Credit,House Rent
2025-06-23,gpay@upi,6319.17,Credit,Subscription
2025-06-08,paytm@upi,12287.15,Credit,Subscription
2025-01-16,rentcollection@upi,2628.98,Debit,Subscription
2025-01-28,swiggy@upi,1303.65,Debit,Subscription
2025-02-19,rentcollection@upi,1720.66,Debit,Medical
2025-03-31,gpay@upi,7073.16,Credit,Shopping
2025-04-24,paytm@upi,1779.25,Debit,Food Delivery
2025-04-01,paytm@upi,3659.45,Debit,Food Delivery
2025-01-26,swiggy@upi,9048.63,Debit,Reimbursement
2025-04-17,amazon@upi,6587.64,Debit,Shopping
2025-03-19,gpay@upi,9876.38,Debit,House Rent
2025-04-15,gpay@upi,10669.78,Credit,Subscription
2025-04-10,rentcollection@upi,2875.99,Debit,Reimbursement
2025-06-11,rentcollection@upi,4915.46,Credit,House Rent
2025-03-15,swiggy@upi,3429.0,Debit,Reimbursement
2025-02-23,phonepe@upi,8749.56,Credit,Shopping
2024-12-25,swiggy@upi,4382.91,Credit,House Rent
2025-02-26,amazon@upi,7261.61,Debit,Shopping
2025-01-31,gpay@upi,11613.56,Debit,House Rent
2025-03-28,amazon@upi,4351.49,Debit,Shopping
2025-01-01,amazon@upi,4536.56,Credit,Medical
2025-02-14,phonepe@upi,14911.63,Credit,Subscription
2025-03-02,paytm@upi,1271.05,Credit,Subscription
2025-01-16,paytm@upi,4510.9,Debit,Shopping
2025-05-04,swiggy@upi,13520.8,Debit,Medical
2025-01-28,swiggy@upi,13083.87,Debit,Reimbursement
2025-02-12,phonepe@upi,10235.36,Credit,Food Delivery
2025-02-24,phonepe@upi,8054.49,Debit,Subscription
2025-01-21,phonepe@upi,1977.33,Credit,Medical
2024-12-28,rentcollection@upi,3526.57,Debit,Shopping
2025-01-20,gpay@upi,2235.75,Debit,Food Delivery
2025-04-17,paytm@upi,6300.7,Credit,Shopping
2025-04-15,swiggy@upi,10175.76,Debit,House Rent
2024-12-27,amazon@upi,6771.76,Debit,Medical
2025-06-25,phonepe@upi,10732.95,Credit,Food Delivery
2025-03-25,gpay@upi,4529.67,Credit,Medical
2025-02-18,rentcollection@upi,14244.16,Debit,House Rent
2025-04-11,gpay@upi,12768.38,Credit,Food Delivery
2025-02-11,amazon@upi,4897.46,Debit,House Rent
2025-05-21,paytm@upi,9608.63,Credit,Reimbursement
2025-01-17,amazon@upi,14741.74,Debit,Reimbursement
2025-01-20,gpay@upi,9089.66,Credit,Subscription
2025-03-17,rentcollection@upi,7807.26,Debit,Reimbursement
2025-01-03,rentcollection@upi,5024.41,Debit,Reimbursement
2025-01-08,paytm@upi,6024.33,Debit,Medical
2025-02-23,phonepe@upi,8804.25,Debit,House Rent
2025-05-21,swiggy@upi,12713.43,Debit,Reimbursement
2025-05-14,paytm@upi,9358.93,Debit,Reimbursement
2025-01-11,rentcollection@upi,9968.42,Credit,Reimbursement
2025-01-28,amazon@upi,2155.06,Credit,Shopping
2025-05-15,swiggy@upi,14712.94,Debit,Shopping
2025-06-19,amazon@upi,3676.08,Debit,House Rent
2025-02-04,gpay@upi,13443.29,Credit,Medical
2025-06-17,swiggy@upi,8527.74,Credit,House Rent
2025-02-20,gpay@upi,13148.52,Credit,Subscription
2025-05-24,gpay@upi,13025.43,Debit,House Rent
2025-03-21,amazon@upi,10445.1,Credit,Subscription
2025-02-22,gpay@upi,1966.2,Credit,Medical
2025-03-05,rentcollection@upi,14307.7,Debit,Subscription
2025-01-20,gpay@upi,7385.74,Debit,Reimbursement
2025-02-10,rentcollection@upi,8555.93,Debit,Medical
2025-02-15,phonepe@upi,3932.55,Credit,Reimbursement
2025-06-16,amazon@upi,6292.7,Credit,Shopping
2024-12-26,rentcollection@upi,9891.87,Debit,Shopping
2025-04-08,paytm@upi,628.74,Credit,Food Delivery
2025-04-30,paytm@upi,4904.32,Credit,House Rent
2025-01-15,phonepe@upi,11563.33,Credit,Medical
2025-04-07,paytm@upi,8596.49,Debit,Medical
2025-05-14,phonepe@upi,8714.33,Debit,Shopping
2025-03-03,amazon@upi,12310.41,Debit,Food Delivery
2025-01-01,paytm@upi,9209.7,Debit,House Rent
2025-03-20,rentcollection@upi,1596.84,Debit,Reimbursement
2025-02-02,amazon@upi,8026.46,Debit,Shopping
2025-02-14,rentcollection@upi,2163.54,Debit,Reimbursement
2025-03-04,paytm@upi,12948.41,Credit,Subscription
2025-04-21,gpay@upi,271.45,Debit,Shopping
2025-05-24,phonepe@upi,415.03,Debit,Subscription
2025-02-22,amazon@upi,10428.62,Debit,House Rent
2025-04-24,paytm@upi,10324.16,Debit,Medical
2025-03-18,swiggy@upi,10537.55,Credit,Medical
2025-01-10,amazon@upi,12742.48,Debit,Food Delivery
2025-02-21,paytm@upi,14762.46,Credit,Medical
2025-03-14,gpay@upi,4917.54,Credit,Subscription
2024-12-29,gpay@upi,12453.77,Debit,Reimbursement
2025-03-23,rentcollection@upi,13782.25,Credit,Shopping
2025-02-03,phonepe@upi,5260.39,Debit,Subscription
2025-01-18,paytm@upi,12513.99,Credit,Medical
2025-06-09,phonepe@upi,1691.5,Credit,Food Delivery
2025-04-02,rentcollection@upi,4484.8,Debit,Food Delivery
2025-02-17,phonepe@upi,9154.16,Debit,Medical
2025-03-02,swiggy@upi,5844.19,Credit,Food Delivery
2025-02-07,amazon@upi,2764.47,Debit,Shopping
2025-04-03,gpay@upi,9709.01,Debit,Reimbursement
2025-06-21,gpay@upi,4832.61,Credit,Medical
2025-03-29,gpay@upi,14624.11,Credit,Subscription
2025-01-07,amazon@upi,6667.12,Debit,Medical
2025-03-05,phonepe@upi,7539.21,Debit,Subscription
2025-05-26,amazon@upi,1949.01,Credit,Reimbursement
2025-05-04,phonepe@upi,9385.8,Debit,House Rent
2025-05-23,phonepe@upi,5012.62,Credit,Subscription
2025-06-19,rentcollection@upi,13704.6,Credit,Medical
2025-04-11,phonepe@upi,14483.7,Credit,Shopping
2025-04-15,gpay@upi,7513.61,Credit,Subscription
2025-06-08,rentcollection@upi,14226.94,Credit,Shopping
2025-02-22,phonepe@upi,815.61,Debit,Subscription
2025-02-25,paytm@upi,2805.41,Debit,Subscription
2025-02-16,paytm@upi,1172.4,Debit,Medical
2025-03-07,gpay@upi,5862.66,Debit,Medical
2025-01-20,phonepe@upi,12349.01,Debit,Reimbursement
2025-05-20,paytm@upi,14733.36,Debit,Subscription
2025-02-25,rentcollection@upi,1279.16,Debit,Subscription
2025-01-26,rentcollection@upi,5554.42,Debit,Food Delivery
2025-05-07,rentcollection@upi,10315.69,Credit,Medical
2025-04-01,swiggy@upi,7057.04,Debit,Reimbursement
2025-02-17,swiggy@upi,1779.02,Credit,Shopping
2025-05-26,rentcollection@upi,8212.69,Debit,Reimbursement
2025-01-01,paytm@upi,12185.73,Debit,Reimbursement
2025-05-09,phonepe@upi,3619.45,Credit,House Rent
2025-03-16,swiggy@upi,9175.44,Credit,Reimbursement
2025-03-16,phonepe@upi,1647.59,Credit,Food Delivery
2025-02-24,rentcollection@upi,7500.62,Credit,Medical
2025-02-26,phonepe@upi,9283.51,Debit,Shopping
2025-01-04,phonepe@upi,7045.28,Credit,Shopping
2025-02-18,rentcollection@upi,3813.59,Credit,Food Delivery
2025-02-18,phonepe@upi,2523.17,Debit,Medical
2025-01-23,gpay@upi,1357.7,Credit,Medical
2025-03-24,paytm@upi,1233.41,Credit,Medical
2025-02-24,gpay@upi,8053.38,Debit,Reimbursement
2024-12-28,swiggy@upi,10160.17,Debit,Reimbursement
2025-05-25,rentcollection@upi,5825.72,Credit,Reimbursement
2025-05-07,phonepe@upi,7908.68,Debit,Medical
2025-01-26,rentcollection@upi,7903.74,Debit,Medical
2025-03-15,gpay@upi,12160.4,Credit,Reimbursement
2025-01-24,amazon@upi,5047.43,Debit,Shopping
2025-05-09,paytm@upi,12297.81,Debit,Shopping
2025-01-27,phonepe@upi,7365.67,Debit,Medical
2025-03-14,gpay@upi,9064.7,Debit,House Rent
2025-05-14,phonepe@upi,11603.55,Credit,Reimbursement
2025-06-13,swiggy@upi,12499.71,Credit,Food Delivery
2025-04-12,swiggy@upi,1616.69,Credit,House Rent
2025-05-11,swiggy@upi,1822.79,Credit,Reimbursement
2025-03-30,paytm@upi,14559.19,Debit,Subscription
2025-02-09,swiggy@upi,9657.7,Debit,Shopping
2025-02-09,amazon@upi,1573.98,Credit,Reimbursement
2025-01-02,amazon@upi,12938.89,Debit,House Rent
2025-02-25,swiggy@upi,1878.27,Debit,House Rent
2025-01-17,phonepe@upi,11066.24,Credit,Shopping
2025-03-04,swiggy@upi,3034.0,Debit,Medical
2025-01-09,gpay@upi,13074.27,Debit,Reimbursement
2025-05-18,rentcollection@upi,1105.98,Credit,Food Delivery
2025-06-20,swiggy@upi,13051.55,Credit,Shopping
2025-04-03,paytm@upi,13382.7,Credit,Medical
2025-02-19,rentcollection@upi,11296.27,Credit,House Rent
2025-05-09,rentcollection@upi,6391.36,Debit,Shopping
2025-06-12,paytm@upi,5102.94,Credit,Reimbursement
2024-12-28,paytm@upi,456.92,Debit,Reimbursement
2025-02-14,paytm@upi,7804.94,Debit,Shopping
2025-04-19,paytm@upi,13718.16,Credit,Medical
2025-05-17,gpay@upi,13921.5,Credit,Food Delivery
2025-04-24,gpay@upi,6646.7,Debit,Medical
2025-03-20,gpay@upi,2726.32,Debit,Shopping
2025-01-28,swiggy@upi,6579.93,Credit,Food Delivery
2025-05-19,phonepe@upi,6397.97,Debit,Subscription
2025-02-01,swiggy@upi,3547.79,Credit,Shopping
2025-04-08,rentcollection@upi,5109.38,Debit,Food Delivery
2025-02-03,phonepe@upi,11475.02,Debit,Food Delivery
2025-03-20,gpay@upi,10434.3,Debit,Food Delivery
2025-03-15,gpay@upi,6590.25,Debit,Shopping
2025-02-20,gpay@upi,8598.08,Debit,House Rent
2025-02-20,gpay@upi,4577.93,Credit,Medical
2025-06-25,paytm@upi,13045.78,Credit,Reimbursement
2024-12-27,rentcollection@upi,5545.01,Credit,Food Delivery
2025-06-22,rentcollection@upi,8290.13,Debit,Medical
2025-02-24,swiggy@upi,1064.2,Debit,Shopping
2025-03-09,paytm@upi,11954.06,Credit,Shopping
2025-02-15,rentcollection@upi,1154.28,Debit,Subscription
2025-03-07,gpay@upi,4071.73,Credit,Food Delivery
2025-05-31,gpay@upi,10563.32,Debit,Food Delivery
2025-06-25,gpay@upi,4171.79,Debit,Food Delivery
2025-04-04,paytm@upi,7009.64,Credit,Reimbursement
2025-06-15,rentcollection@upi,9854.38,Credit,Shopping
2025-03-27,phonepe@upi,13033.24,Debit,Reimbursement
2025-03-02,amazon@upi,11403.51,Credit,Shopping
2025-02-19,amazon@upi,4491.22,Debit,Subscription
2025-06-16,rentcollection@upi,11515.28,Credit,Food Delivery
2025-02-08,paytm@upi,3030.18,Credit,Food Delivery
2025-04-22,paytm@upi,2380.24,Debit,Medical
2025-05-10,swiggy@upi,10031.15,Debit,Reimbursement
2025-01-06,amazon@upi,13137.62,Debit,Subscription
2025-01-16,gpay@upi,1576.43,Credit,House Rent
2025-04-07,gpay@upi,11935.98,Credit,Food Delivery
2025-04-25,swiggy@upi,9451.84,Debit,Medical
2025-03-15,paytm@upi,10684.49,Credit,Medical
2025-06-06,paytm@upi,8724.52,Debit,Medical
2025-05-26,rentcollection@upi,3674.91,Credit,Food Delivery
2025-03-21,paytm@upi,9915.04,Credit,House Rent
2025-01-22,gpay@upi,2230.17,Debit,Medical
2025-06-13,amazon@upi,13315.17,Debit,Food Delivery
2025-02-01,rentcollection@upi,7608.87,Debit,Food Delivery
2025-03-15,paytm@upi,8876.85,Credit,Shopping
2025-03-10,rentcollection@upi,6510.48,Debit,Subscription
2025-04-26,paytm@upi,3157.57,Credit,Reimbursement
2025-03-29,gpay@upi,4733.33,Credit,Food Delivery
2025-02-03,gpay@upi,7143.85,Credit,House Rent
2025-06-03,amazon@upi,11367.27,Credit,Food Delivery
2025-04-12,amazon@upi,3567.71,Debit,Subscription
2025-01-07,amazon@upi,9499.78,Credit,Food Delivery
2025-04-29,paytm@upi,13612.54,Debit,Shopping
2025-04-06,amazon@upi,5063.75,Credit,Reimbursement
2025-05-12,swiggy@upi,8771.12,Debit,House Rent
2025-01-07,phonepe@upi,6166.37,Debit,Reimbursement
2025-03-18,phonepe@upi,5957.95,Credit,Shopping
2025-04-13,rentcollection@upi,1258.28,Credit,Reimbursement
2025-04-11,swiggy@upi,7056.31,Credit,House Rent
2025-06-23,rentcollection@upi,12146.23,Debit,Reimbursement
2025-05-24,gpay@upi,9862.79,Debit,Food Delivery
2025-02-08,paytm@upi,2600.67,Debit,Shopping
2025-04-24,phonepe@upi,4429.44,Credit,Food Delivery
2025-01-25,amazon@upi,1600.59,Credit,Food Delivery
2025-01-03,amazon@upi,4371.94,Credit,Shopping
2025-04-24,swiggy@upi,13412.3,Debit,Medical
2025-03-22,swiggy@upi,8260.82,Debit,Medical
2025-03-09,phonepe@upi,12236.09,Debit,Food Delivery
2025-01-28,gpay@upi,11559.69,Credit,House Rent
2025-02-17,amazon@upi,894.13,Credit,Reimbursement
2025-01-13,amazon@upi,7169.32,Debit,Shopping
2025-05-20,gpay@upi,6467.97,Credit,Reimbursement
2025-01-10,swiggy@upi,13857.18,Debit,Medical
2025-01-11,phonepe@upi,12874.48,Credit,House Rent
2025-01-06,swiggy@upi,8095.53,Credit,Shopping
2025-04-09,swiggy@upi,2228.67,Credit,House Rent
2025-02-11,swiggy@upi,913.7,Debit,Subscription
2025-01-09,swiggy@upi,6422.64,Credit,Medical
2025-03-31,rentcollection@upi,7163.93,Debit,Medical
2025-05-29,amazon@upi,10822.11,Credit,Food Delivery
2025-05-26,swiggy@upi,3046.86,Debit,Subscription
2025-04-29,amazon@upi,14155.44,Debit,Reimbursement
2025-05-23,phonepe@upi,8099.75,Debit,House Rent
2024-12-31,swiggy@upi,5678.5,Debit,Reimbursement
2025-01-09,phonepe@upi,12270.07,Debit,Food Delivery
2025-06-09,swiggy@upi,13875.93,Credit,House Rent
2025-01-31,gpay@upi,12361.55,Debit,House Rent
2025-06-05,rentcollection@upi,541.81,Debit,Medical
2025-06-19,phonepe@upi,7621.36,Debit,Reimbursement
2025-04-27,gpay@upi,7075.89,Credit,Reimbursement
2025-03-12,amazon@upi,6001.96,Debit,Subscription
2025-06-01,swiggy@upi,9488.25,Debit,Shopping
2025-06-23,swiggy@upi,2670.99,Credit,Medical
2024-12-27,amazon@upi,4548.23,Debit,Subscription
2025-04-09,swiggy@upi,7488.18,Credit,Food Delivery
2025-04-25,rentcollection@upi,8735.9,Credit,Medical
2025-06-04,rentcollection@upi,9524.93,Credit,Food Delivery
2024-12-27,rentcollection@upi,9129.97,Debit,Reimbursement
2025-06-13,paytm@upi,11235.37,Credit,House Rent
2025-01-08,phonepe@upi,1726.82,Credit,Subscription
2025-03-05,phonepe@upi,11101.33,Credit,Medical
2025-02-09,swiggy@upi,8104.38,Debit,Medical
2025-05-08,amazon@upi,3049.95,Debit,Reimbursement
2025-02-10,phonepe@upi,2980.37,Debit,Food Delivery
2025-01-05,amazon@upi,2364.87,Credit,Shopping
2025-05-29,paytm@upi,4374.56,Credit,Subscription
2025-05-13,paytm@upi,6041.44,Credit,Shopping
2025-02-15,swiggy@upi,12564.11,Credit,House Rent
2025-02-12,paytm@upi,3191.81,Debit,Medical
2025-02-21,amazon@upi,5747.05,Credit,Food Delivery
2025-03-12,phonepe@upi,4854.01,Debit,Reimbursement
2025-02-24,swiggy@upi,1893.11,Credit,Food Delivery
2025-06-02,paytm@upi,6103.54,Credit,Subscription
2025-01-07,gpay@upi,8457.54,Debit,Subscription
2025-02-23,amazon@upi,3059.22,Debit,Subscription
2025-05-27,amazon@upi,13960.41,Credit,Shopping
2025-03-13,gpay@upi,9951.45,Credit,Medical
2025-06-08,gpay@upi,2287.5,Debit,Food Delivery
2025-05-30,swiggy@upi,11003.6,Credit,Reimbursement
2025-03-18,amazon@upi,9023.56,Credit,Food Delivery
2025-02-25,amazon@upi,8423.92,Debit,Reimbursement
2025-06-03,paytm@upi,544.06,Debit,Reimbursement
2025-02-10,gpay@upi,2478.85,Credit,Reimbursement
2025-06-25,amazon@upi,5900.63,Credit,Medical
2025-03-07,swiggy@upi,4253.59,Credit,Subscription
2025-03-14,paytm@upi,5612.16,Debit,Medical
2025-05-04,gpay@upi,7172.88,Credit,Food Delivery
2025-04-28,rentcollection@upi,3007.53,Credit,Medical
2025-04-09,paytm@upi,6553.8,Credit,Food Delivery
2025-03-07,phonepe@upi,13368.6,Debit,Reimbursement
2025-03-29,amazon@upi,1325.9,Debit,House Rent
2025-06-25,gpay@upi,7652.92,Debit,Food Delivery
2025-06-09,paytm@upi,4554.06,Debit,House Rent
2025-03-24,paytm@upi,11801.77,Credit,Food Delivery
2025-01-03,phonepe@upi,6142.74,Debit,Medical
2025-06-01,amazon@upi,12997.13,Debit,Medical
2025-05-11,swiggy@upi,5114.38,Debit,Reimbursement
2025-03-14,amazon@upi,4374.27,Debit,Medical
2025-06-21,amazon@upi,6846.16,Credit,Food Delivery
2025-02-19,paytm@upi,7124.91,Credit,Food Delivery
2025-01-23,phonepe@upi,5142.86,Debit,House Rent
2025-04-23,swiggy@upi,563.74,Credit,Medical
2025-03-28,gpay@upi,8049.99,Debit,Shopping
2025-05-31,paytm@upi,7432.79,Credit,Food Delivery
2025-05-15,gpay@upi,1509.03,Debit,Shopping
2024-12-31,phonepe@upi,673.75,Debit,House Rent
2025-06-10,paytm@upi,1762.97,Debit,House Rent
2025-05-21,swiggy@upi,8307.41,Credit,Shopping
2025-04-24,swiggy@upi,8875.75,Debit,Food Delivery
2025-05-23,swiggy@upi,9307.34,Debit,Subscription
2025-04-20,paytm@upi,8139.88,Debit,Food Delivery
2025-01-18,amazon@upi,9772.42,Credit,Shopping
2025-01-18,amazon@upi,5676.17,Debit,Subscription
2025-04-13,amazon@upi,14242.28,Debit,Shopping
2025-05-27,paytm@upi,4796.51,Credit,Subscription
2025-05-10,phonepe@upi,5853.92,Debit,Subscription
2025-02-09,rentcollection@upi,10908.49,Credit,House Rent
2025-01-20,rentcollection@upi,1146.33,Debit,Subscription
2025-03-08,swiggy@upi,5412.31,Debit,Medical
2025-02-07,paytm@upi,9264.22,Debit,Food Delivery
2025-01-16,swiggy@upi,13977.27,Credit,Food Delivery
2025-05-16,paytm@upi,12033.67,Credit,Reimbursement
2025-04-02,swiggy@upi,4619.32,Credit,Food Delivery
2025-02-08,gpay@upi,638.15,Debit,Medical
2025-05-17,rentcollection@upi,1691.74,Debit,Medical
2025-01-07,paytm@upi,14493.16,Credit,Food Delivery
2025-05-10,swiggy@upi,14889.8,Credit,Medical
2025-02-16,swiggy@upi,6333.4,Debit,Shopping
2025-06-07,rentcollection@upi,14220.71,Credit,Food Delivery
2025-06-24,gpay@upi,11513.43,Credit,House Rent
2025-06-10,swiggy@upi,1242.81,Debit,Subscription
2025-06-14,amazon@upi,7684.15,Credit,Reimbursement
2025-01-11,rentcollection@upi,422.89,Credit,Reimbursement
2025-02-17,paytm@upi,6356.38,Credit,House Rent
2025-01-08,gpay@upi,3195.28,Credit,Reimbursement
2025-03-20,rentcollection@upi,9904.69,Debit,Subscription
2025-01-25,phonepe@upi,9737.08,Debit,Medical
2025-03-22,swiggy@upi,4668.95,Debit,Shopping
2025-02-18,amazon@upi,14319.34,Credit,Food Delivery
2025-06-03,swiggy@upi,7894.79,Credit,Shopping
2025-06-09,paytm@upi,13689.5,Credit,Food Delivery
2025-04-26,paytm@upi,1913.38,Credit,Subscription
2025-03-22,amazon@upi,5893.24,Debit,Medical
2025-06-17,gpay@upi,7980.58,Debit,Subscription
2025-03-23,amazon@upi,10816.54,Credit,Subscription
2025-05-22,amazon@upi,11978.12,Credit,House Rent
2025-05-24,paytm@upi,14819.07,Debit,Medical
2025-04-22,rentcollection@upi,9213.61,Debit,Food Delivery
2025-04-30,paytm@upi,6421.92,Credit,Food Delivery
2025-02-12,rentcollection@upi,8696.19,Credit,Reimbursement
2025-05-03,amazon@upi,1500.58,Debit,Shopping
2025-01-13,rentcollection@upi,10091.81,Debit,Food Delivery
2025-05-23,gpay@upi,5435.99,Credit,Reimbursement
2025-05-20,rentcollection@upi,10233.87,Credit,Medical
2025-01-23,swiggy@upi,298.48,Debit,Subscription
2025-06-19,phonepe@upi,13710.43,Debit,Food Delivery
2025-04-23,rentcollection@upi,664.29,Debit,Medical
2025-02-28,rentcollection@upi,12476.05,Credit,Subscription
2025-03-03,paytm@upi,9714.11,Credit,Shopping
2025-01-01,swiggy@upi,6700.54,Debit,House Rent
2025-01-22,phonepe@upi,1790.57,Credit,House Rent
2025-02-10,paytm@upi,8868.57,Debit,Reimbursement
