Month,Income (INR),Expense (INR),Savings (INR)
Nov 2024,48532.41,37368.91,11163.5
Sep 2024,57567.69,30836.43,26731.26
Oct 2024,59051.5,47136.92,11914.58
May 2025,42334.12,34479.53,7854.59
Sep 2024,44552.63,35901.13,8651.5
Oct 2024,51512.58,31443.42,20069.16
Jun 2025,56348.52,37964.14,18384.38
Jul 2024,34845.43,25572.1,9273.33
Aug 2024,39646.46,35209.47,4436.99
Jun 2024,71556.12,38300.55,33255.57
Jan 2025,34013.47,27303.02,6710.45
Jun 2025,78985.43,42053.93,36931.5
Feb 2025,74163.54,64842.69,9320.85
Oct 2024,32736.38,27557.9,5178.48
May 2025,61066.26,52666.75,8399.51
Jun 2025,77819.61,49827.83,27991.78
Apr 2025,36972.01,34580.91,2391.1
Feb 2025,34957.36,29588.07,5369.29
Apr 2025,59966.95,28129.91,31837.04
Aug 2024,38131.14,36461.69,1669.45
Jul 2024,68077.2,61874.49,6202.71
Feb 2025,33065.34,25029.0,8036.34
Apr 2025,37017.29,35824.7,1192.59
Jul 2024,57502.51,29074.64,28427.87
Nov 2024,34700.82,27612.27,7088.55
Oct 2024,65561.94,25647.51,39914.43
Mar 2025,79794.31,48326.48,31467.83
Nov 2024,38921.0,25422.62,13498.38
Dec 2024,55433.08,49742.22,5690.86
Dec 2024,57883.36,56288.76,1594.6
Dec 2024,76459.28,55119.14,21340.14
Jul 2024,35793.12,30911.03,4882.09
Aug 2024,61067.35,55700.47,5366.88
Sep 2024,54389.23,26677.22,27712.01
Mar 2025,33731.7,26479.57,7252.13
Oct 2024,56530.98,38032.86,18498.12
Nov 2024,67291.65,32781.57,34510.08
Jul 2024,64502.62,49811.84,14690.78
Oct 2024,50118.52,29269.12,20849.4
Oct 2024,31982.57,25801.56,6181.01
Apr 2025,78548.21,46434.42,32113.79
Jan 2025,52584.17,51458.62,1125.55
Jul 2024,46170.88,37995.01,8175.87
Sep 2024,32547.75,26329.13,6218.62
Jun 2024,64666.74,52432.14,12234.6
May 2025,64719.3,44437.55,20281.75
Jun 2025,39410.79,32712.14,6698.65
Sep 2024,53051.63,43052.2,9999.43
Jul 2024,62168.08,54990.75,7177.33
May 2025,65305.6,36844.37,28461.23
Oct 2024,44380.87,37970.69,6410.18
Mar 2025,78383.46,30514.24,47869.22
Jul 2024,32958.9,30908.74,2050.16
Mar 2025,54857.42,50429.87,4427.55
Sep 2024,79799.14,27683.09,52116.05
Jan 2025,42438.64,33406.56,9032.08
Nov 2024,71775.18,45910.05,25865.13
Aug 2024,47586.32,39218.59,8367.73
Jan 2025,69823.56,42709.91,27113.65
Aug 2024,52584.08,29063.02,23521.06
Jan 2025,70806.15,66964.83,3841.32
Aug 2024,51647.21,39289.45,12357.76
Sep 2024,57782.02,25855.44,31926.58
May 2025,55173.92,46024.05,9149.87
Dec 2024,45631.85,40623.39,5008.46
Apr 2025,50512.46,35705.37,14807.09
Feb 2025,40028.46,27632.8,12395.66
Mar 2025,41280.9,25727.92,15552.98
Dec 2024,30151.51,26663.72,3487.79
Nov 2024,66244.62,42082.54,24162.08
Apr 2025,36357.13,31961.04,4396.09
Mar 2025,64329.61,57901.73,6427.88
Nov 2024,73380.98,68136.44,5244.54
Aug 2024,58132.0,29103.16,29028.84
Feb 2025,46236.32,38506.93,7729.39
Jul 2024,75460.17,32556.69,42903.48
May 2025,70285.32,57199.38,13085.94
Sep 2024,58481.97,34348.74,24133.23
Dec 2024,36060.26,34706.73,1353.53
Aug 2024,73587.07,34108.51,39478.56
Nov 2024,68343.8,40950.63,27393.17
Jun 2024,78927.41,52496.8,26430.61
Mar 2025,61482.81,27256.56,34226.25
Oct 2024,68081.48,27965.4,40116.08
Jan 2025,70607.47,63165.2,7442.27
Sep 2024,35222.08,25905.99,9316.09
Mar 2025,34356.28,31379.31,2976.97
Dec 2024,58625.75,52866.04,5759.71
Dec 2024,31138.34,28590.87,2547.47
Apr 2025,65373.06,32483.38,32889.68
May 2025,64712.36,54559.26,10153.1
Apr 2025,58292.23,43903.87,14388.36
May 2025,75322.95,62353.74,12969.21
Sep 2024,36720.46,33559.59,3160.87
Oct 2024,39452.65,30409.48,9043.17
Dec 2024,78373.3,59716.82,18656.48
Feb 2025,33240.77,29470.53,3770.24
Sep 2024,45366.65,38868.95,6497.7
Aug 2024,37825.56,26575.24,11250.32
Mar 2025,56165.39,44090.65,12074.74
Mar 2025,33759.34,25829.91,7929.43
Feb 2025,39620.42,26533.0,13087.42
Aug 2024,36763.81,30304.3,6459.51
Jun 2025,32527.35,28504.01,4023.34
Dec 2024,53530.77,51709.75,1821.02
Oct 2024,54615.14,52993.44,1621.7
Aug 2024,62883.08,57107.35,5775.73
Feb 2025,73728.69,26411.06,47317.63
Aug 2024,45327.7,41332.65,3995.05
Jan 2025,48164.94,45309.05,2855.89
Oct 2024,65697.12,52100.99,13596.13
Aug 2024,54786.49,53383.54,1402.95
Jun 2025,44979.54,35708.72,9270.82
Apr 2025,70423.96,61900.35,8523.61
Mar 2025,47483.78,38974.4,8509.38
Jul 2024,39076.03,27878.18,11197.85
Aug 2024,35617.37,32950.41,2666.96
Feb 2025,74033.5,57045.71,16987.79
Apr 2025,58338.86,25960.82,32378.04
Oct 2024,44696.3,41155.03,3541.27
Feb 2025,48076.69,27816.21,20260.48
Sep 2024,53179.24,37756.83,15422.41
Nov 2024,79911.07,78416.52,1494.55
Mar 2025,56013.31,45118.25,10895.06
Oct 2024,74328.35,36301.77,38026.58
Jul 2024,47611.39,36417.34,11194.05
Feb 2025,49083.92,29841.33,19242.59
Jul 2024,77816.26,65916.53,11899.73
Dec 2024,49321.06,26118.2,23202.86
Mar 2025,38994.12,36241.56,2752.56
Jun 2025,53245.9,51135.39,2110.51
Dec 2024,64321.65,25167.54,39154.11
Jan 2025,66083.03,64702.64,1380.39
Jul 2024,49419.79,42757.02,6662.77
Jun 2025,50511.44,40173.43,10338.01
Oct 2024,46029.92,43698.6,2331.32
Dec 2024,64361.29,40864.95,23496.34
Jan 2025,40051.94,26101.45,13950.49
Dec 2024,60108.88,52375.64,7733.24
Nov 2024,78128.72,30573.27,47555.45
Jan 2025,37372.99,31174.81,6198.18
Jul 2024,30723.19,27932.52,2790.67
Jul 2024,46806.54,28102.05,18704.49
Jun 2024,52547.99,37178.14,15369.85
Oct 2024,69282.03,58106.94,11175.09
Feb 2025,40797.83,26220.53,14577.3
May 2025,41053.33,33860.01,7193.32
Nov 2024,62728.46,45006.56,17721.9
Apr 2025,53476.75,32006.23,21470.52
May 2025,51963.64,30363.28,21600.36
Jan 2025,53726.55,29860.98,23865.57
Jul 2024,59399.25,54914.15,4485.1
Sep 2024,73668.56,52725.53,20943.03
Jun 2025,44454.14,27676.79,16777.35
Oct 2024,54452.81,43817.13,10635.68
Feb 2025,54726.98,34544.13,20182.85
Oct 2024,44068.67,31524.87,12543.8
May 2025,67469.56,34763.05,32706.51
Aug 2024,38665.12,35383.98,3281.14
Oct 2024,31033.22,28811.68,2221.54
Apr 2025,52215.98,33161.84,19054.14
Apr 2025,38513.77,27622.79,10890.98
Oct 2024,79021.19,69177.33,9843.86
Nov 2024,71910.32,41645.15,30265.17
Jul 2024,79182.5,74809.02,4373.48
Jan 2025,50036.99,28548.26,21488.73
Dec 2024,41503.93,28287.46,13216.47
Nov 2024,61299.71,46181.52,15118.19
Jul 2024,61453.28,39330.09,22123.19
Mar 2025,58111.44,54308.59,3802.85
Nov 2024,78683.72,41022.97,37660.75
Oct 2024,73421.04,33083.54,40337.5
Jan 2025,73461.84,28615.3,44846.54
Jan 2025,67331.57,53858.22,13473.35
May 2025,73907.26,47633.85,26273.41
Jan 2025,72734.61,49515.44,23219.17
Mar 2025,61995.72,58627.71,3368.01
Oct 2024,31106.17,29119.09,1987.08
Jan 2025,38784.34,30455.18,8329.16
Jul 2024,46732.84,39918.3,6814.54
Oct 2024,32724.36,25635.08,7089.28
Dec 2024,38911.69,31139.06,7772.63
Jan 2025,73249.23,40868.14,32381.09
May 2025,35916.35,32718.3,3198.05
Apr 2025,66089.42,46695.04,19394.38
Jan 2025,71274.88,65253.72,6021.16
Jun 2025,51372.14,29426.71,21945.43
Jul 2024,49258.7,25164.22,24094.48
Jul 2024,41853.05,37338.29,4514.76
Oct 2024,60514.65,36025.8,24488.85
Jan 2025,72286.6,41493.15,30793.45
Apr 2025,33620.66,27682.49,5938.17
Apr 2025,70562.04,42215.08,28346.96
Jul 2024,71155.03,35457.18,35697.85
Sep 2024,67079.05,37996.57,29082.48
Nov 2024,39936.4,32732.6,7203.8
Jun 2025,72165.67,63303.6,8862.07
Mar 2025,54778.43,27886.4,26892.03
Apr 2025,54166.41,37391.54,16774.87
Jan 2025,63632.78,27292.3,36340.48
Nov 2024,30843.82,29812.94,1030.88
Aug 2024,56185.07,46910.62,9274.45
Apr 2025,33154.55,29287.87,3866.68
Aug 2024,31586.47,29557.3,2029.17
Sep 2024,51068.4,28306.51,22761.89
Apr 2025,53481.18,46702.73,6778.45
Oct 2024,69330.8,62043.14,7287.66
Mar 2025,73817.82,45942.74,27875.08
Aug 2024,30343.92,25576.9,4767.02
Jun 2024,41303.57,25111.86,16191.71
Jan 2025,42299.88,40762.44,1537.44
Jul 2024,58962.13,47572.86,11389.27
Nov 2024,37883.4,25655.14,12228.26
Apr 2025,43256.79,37340.87,5915.92
Sep 2024,60285.67,35951.63,24334.04
Dec 2024,43827.77,27990.12,15837.65
Nov 2024,44498.69,41957.24,2541.45
Jan 2025,34461.38,32279.12,2182.26
Oct 2024,44203.59,40774.67,3428.92
Jun 2025,58326.09,30914.21,27411.88
Feb 2025,40430.05,29065.08,11364.97
Dec 2024,78628.32,47975.26,30653.06
Dec 2024,54795.82,49194.12,5601.7
Mar 2025,42386.52,34228.51,8158.01
Jun 2025,72134.55,56179.38,15955.17
Feb 2025,74317.33,69937.23,4380.1
Sep 2024,70997.64,51176.29,19821.35
Sep 2024,68432.5,56024.01,12408.49
Mar 2025,37169.54,26337.96,10831.58
Jun 2025,40640.55,37862.92,2777.63
Jan 2025,72637.22,65961.87,6675.35
Jul 2024,47162.91,42411.21,4751.7
Mar 2025,74087.35,34552.78,39534.57
Jul 2024,48078.02,30951.03,17126.99
Jun 2025,40799.29,25239.99,15559.3
Feb 2025,38293.85,28796.71,9497.14
Oct 2024,73477.23,36283.08,37194.15
Feb 2025,69232.89,44681.93,24550.96
Apr 2025,53276.37,46987.07,6289.3
Jan 2025,47539.96,43400.68,4139.28
Sep 2024,72297.16,42470.54,29826.62
Mar 2025,62249.71,29467.84,32781.87
Aug 2024,56494.82,34591.33,21903.49
Feb 2025,36310.06,28505.75,7804.31
Jul 2024,47672.37,26970.04,20702.33
Feb 2025,42289.32,39534.94,2754.38
Oct 2024,30450.9,27531.42,2919.48
Oct 2024,63363.18,34650.25,28712.93
Apr 2025,61562.26,51663.55,9898.71
Nov 2024,74011.52,62789.72,11221.8
Oct 2024,52602.98,36585.07,16017.91
Sep 2024,46836.33,37795.39,9040.94
Sep 2024,58721.76,40060.8,18660.96
Jul 2024,64367.21,34672.28,29694.93
Jul 2024,76929.24,69019.56,7909.68
Jul 2024,60548.36,47195.02,13353.34
Apr 2025,64855.22,55672.42,9182.8
Aug 2024,34953.73,32660.12,2293.61
Nov 2024,56900.48,49690.79,7209.69
Jun 2025,75133.65,40937.7,34195.95
Jan 2025,60603.17,50757.74,9845.43
Feb 2025,37850.29,36806.62,1043.67
Mar 2025,65898.13,62114.64,3783.49
Nov 2024,60869.22,25299.62,35569.6
Apr 2025,78544.76,44318.19,34226.57
Apr 2025,33425.6,27468.95,5956.65
Jun 2025,62183.14,52322.56,9860.58
Apr 2025,71869.03,55862.85,16006.18
Jan 2025,64039.47,50860.49,13178.98
Sep 2024,36725.34,25420.44,11304.9
Jul 2024,72547.45,56458.24,16089.21
Mar 2025,50149.47,29466.21,20683.26
Sep 2024,39893.34,25241.45,14651.89
Jun 2024,68393.27,60897.57,7495.7
Apr 2025,70573.01,31738.93,38834.08
Jun 2025,55270.65,37404.84,17865.81
Jan 2025,71709.13,53879.41,17829.72
Oct 2024,66232.62,62223.85,4008.77
Jan 2025,32984.89,31951.57,1033.32
Aug 2024,37433.66,26951.94,10481.72
Jul 2024,31284.42,26930.71,4353.71
Dec 2024,42514.95,26617.73,15897.22
Oct 2024,75743.38,50027.63,25715.75
Oct 2024,44079.43,25190.17,18889.26
Sep 2024,31909.41,30418.86,1490.55
Oct 2024,79604.75,46240.17,33364.58
Mar 2025,36526.69,29712.44,6814.25
Jan 2025,53853.36,46868.27,6985.09
Dec 2024,47157.88,44615.38,2542.5
Feb 2025,32970.49,25300.39,7670.1
Jun 2025,55927.33,46966.36,8960.97
Sep 2024,32085.88,25448.04,6637.84
Sep 2024,34170.84,28311.46,5859.38
Oct 2024,70237.34,38198.56,32038.78
Mar 2025,51178.89,31359.73,19819.16
Jun 2025,68064.47,36277.02,31787.45
May 2025,50109.92,34395.72,15714.2
Jul 2024,77333.66,25800.82,51532.84
Feb 2025,76708.81,71339.43,5369.38
Dec 2024,75559.47,34079.94,41479.53
Jul 2024,50619.91,49542.34,1077.57
Jun 2025,31164.86,26920.62,4244.24
May 2025,74633.72,52609.06,22024.66
Aug 2024,44841.36,43582.99,1258.37
Jul 2024,63071.14,47112.27,15958.87
Oct 2024,42666.01,37201.65,5464.36
Mar 2025,65678.35,26926.31,38752.04
Jun 2025,60208.63,54868.18,5340.45
Apr 2025,48638.87,40786.33,7852.54
Jan 2025,77025.64,41079.97,35945.67
Jul 2024,59882.18,48699.74,11182.44
Feb 2025,57444.84,29637.74,27807.1
Mar 2025,73608.37,29993.0,43615.37
Dec 2024,42811.74,32882.33,9929.41
Jul 2024,63622.73,49890.99,13731.74
Mar 2025,32734.24,31579.55,1154.69
Jan 2025,61906.85,39165.34,22741.51
Jan 2025,67431.27,53936.34,13494.93
Jan 2025,30605.58,25410.26,5195.32
May 2025,62963.52,53624.53,9338.99
Feb 2025,44951.37,36505.47,8445.9
Aug 2024,66385.98,65168.2,1217.78
Aug 2024,66603.41,27123.26,39480.15
Apr 2025,68105.15,48194.77,19910.38
Oct 2024,31728.57,29296.45,2432.12
Jan 2025,64972.76,49557.69,15415.07
May 2025,65694.35,61971.21,3723.14
Oct 2024,59774.06,29529.88,30244.18
Apr 2025,73471.26,64971.88,8499.38
Aug 2024,41728.13,38644.46,3083.67
Aug 2024,57303.25,55687.37,1615.88
Oct 2024,65518.54,53666.51,11852.03
Aug 2024,65684.85,52223.22,13461.63
Nov 2024,36670.67,26771.5,9899.17
Sep 2024,33675.17,26722.56,6952.61
Jan 2025,75922.61,39274.79,36647.82
Jul 2024,55873.78,45213.14,10660.64
Aug 2024,33159.93,31486.51,1673.42
Jun 2025,51449.52,29466.58,21982.94
Oct 2024,65719.82,37214.24,28505.58
Jun 2025,71245.04,53808.81,17436.23
Apr 2025,56630.01,44093.37,12536.64
Apr 2025,58087.2,38585.3,19501.9
Mar 2025,73550.69,63132.36,10418.33
Dec 2024,68672.19,40180.43,28491.76
Nov 2024,46183.2,34690.32,11492.88
Sep 2024,38512.35,25071.91,13440.44
Sep 2024,43450.07,30559.7,12890.37
Mar 2025,50954.9,41285.39,9669.51
Dec 2024,68998.46,36438.68,32559.78
Feb 2025,55798.74,25789.39,30009.35
Feb 2025,78015.54,40983.07,37032.47
Jun 2025,51225.32,25959.03,25266.29
Dec 2024,50468.92,34943.79,15525.13
May 2025,56605.47,45865.59,10739.88
Jun 2025,33131.86,28661.79,4470.07
Nov 2024,78595.47,57338.75,21256.72
Apr 2025,68023.42,56980.37,11043.05
Mar 2025,63395.64,44231.48,19164.16
Nov 2024,58952.85,40549.86,18402.99
Feb 2025,41647.6,37099.69,4547.91
May 2025,38475.05,29287.18,9187.87
Feb 2025,31140.61,28958.93,2181.68
Oct 2024,73785.52,71212.96,2572.56
Nov 2024,54187.51,42784.2,11403.31
Jul 2024,66775.95,55031.04,11744.91
Feb 2025,56556.63,34000.44,22556.19
Mar 2025,43558.95,26782.47,16776.48
Aug 2024,76211.99,68279.21,7932.78
Oct 2024,41688.45,33127.44,8561.01
May 2025,46297.09,37598.92,8698.17
Nov 2024,66889.09,30397.11,36491.98
Aug 2024,58206.25,37456.57,20749.68
Aug 2024,48159.33,27793.45,20365.88
Jun 2025,76411.87,32739.67,43672.2
Apr 2025,52999.83,49114.81,3885.02
Oct 2024,49212.84,38333.05,10879.79
Oct 2024,42584.29,39934.2,2650.09
Oct 2024,57352.86,29296.96,28055.9
Oct 2024,71713.25,38381.76,33331.49
Apr 2025,51464.52,27077.13,24387.39
Nov 2024,73392.64,52176.48,21216.16
Aug 2024,32697.77,30384.08,2313.69
Oct 2024,59580.98,30604.67,28976.31
Aug 2024,75452.73,38286.83,37165.9
Jan 2025,63556.86,46989.12,16567.74
Jun 2024,63679.77,31161.47,32518.3
Jun 2025,61196.13,45247.86,15948.27
Jun 2025,66742.48,26670.03,40072.45
Sep 2024,38557.59,28962.4,9595.19
Dec 2024,62725.65,39039.55,23686.1
Jun 2025,78213.17,55133.24,23079.93
Feb 2025,50147.5,35797.11,14350.39
Sep 2024,32703.63,30258.58,2445.05
Sep 2024,58675.34,49269.03,9406.31
Dec 2024,33646.1,32074.51,1571.59
Feb 2025,78026.37,59842.03,18184.34
Feb 2025,60109.01,52759.85,7349.16
Jul 2024,73202.14,46208.64,26993.5
Jul 2024,61919.84,55168.61,6751.23
Aug 2024,51449.65,38388.57,13061.08
Mar 2025,67717.54,27833.25,39884.29
Mar 2025,67246.71,53168.38,14078.33
Oct 2024,60423.66,45194.34,15229.32
Oct 2024,55289.04,43569.55,11719.49
Jun 2025,67138.04,38707.25,28430.79
Jun 2024,59760.77,41100.69,18660.08
Dec 2024,31005.71,28412.73,2592.98
Dec 2024,66978.52,43694.64,23283.88
May 2025,42513.26,29532.79,12980.47
Oct 2024,71936.14,50897.94,21038.2
Jul 2024,65628.69,45332.34,20296.35
Dec 2024,78650.79,33526.72,45124.07
Apr 2025,47735.38,46119.85,1615.53
Jan 2025,32427.08,30461.69,1965.39
Dec 2024,49971.88,45672.38,4299.5
Aug 2024,58767.12,25922.97,32844.15
Mar 2025,48176.18,41496.1,6680.08
Apr 2025,36530.68,27968.88,8561.8
Sep 2024,31066.14,28406.2,2659.94
May 2025,46987.73,25163.8,21823.93
Oct 2024,49362.58,34611.09,14751.49
Mar 2025,77718.4,48657.47,29060.93
Jan 2025,41064.92,35297.5,5767.42
Jun 2025,52771.98,27155.58,25616.4
May 2025,32168.82,26993.73,5175.09
Jul 2024,43035.41,25291.94,17743.47
Nov 2024,46846.51,34230.62,12615.89
Feb 2025,50377.88,42867.02,7510.86
Aug 2024,58166.14,50035.14,8131.0
Mar 2025,33407.3,29995.83,3411.47
Nov 2024,69959.22,38224.6,31734.62
Aug 2024,35009.11,30964.6,4044.51
Dec 2024,60410.51,47286.79,13123.72
Oct 2024,46540.12,28250.74,18289.38
Jan 2025,59967.01,36986.18,22980.83
Jun 2025,46823.38,33345.97,13477.41
Nov 2024,30656.92,27135.01,3521.91
Feb 2025,50763.45,44762.66,6000.79
Jul 2024,79822.48,29511.69,50310.79
Jul 2024,59503.85,48698.51,10805.34
May 2025,58193.62,40502.29,17691.33
Nov 2024,30902.64,28423.95,2478.69
Oct 2024,35508.48,29088.89,6419.59
Jul 2024,58798.93,51166.62,7632.31
Aug 2024,34395.48,33251.48,1144.0
Nov 2024,44295.4,40503.93,3791.47
Aug 2024,57651.19,54482.9,3168.29
Sep 2024,31961.4,26880.16,5081.24
Dec 2024,67366.99,35639.65,31727.34
May 2025,47569.57,26524.84,21044.73
Dec 2024,64963.37,43007.63,21955.74
Feb 2025,61609.37,40689.53,20919.84
Jun 2024,44446.07,29648.8,14797.27
Aug 2024,67455.23,56979.0,10476.23
Feb 2025,70096.17,42001.8,28094.37
Nov 2024,51995.35,46753.85,5241.5
May 2025,53519.47,30304.54,23214.93
Feb 2025,31199.47,27444.16,3755.31
Dec 2024,35040.26,30425.17,4615.09
Oct 2024,77988.53,41236.93,36751.6
Jul 2024,73035.04,68357.4,4677.64
Dec 2024,75891.76,45973.66,29918.1
Jan 2025,53989.55,30490.02,23499.53
Jul 2024,30520.88,27490.62,3030.26
Oct 2024,55346.71,26287.56,29059.15
Mar 2025,56907.42,38854.72,18052.7
Jul 2024,52695.19,40963.0,11732.19
Oct 2024,45908.6,33919.92,11988.68
Jan 2025,58916.5,48521.45,10395.05
Jan 2025,34167.72,26688.85,7478.87
Jun 2025,50611.24,36222.96,14388.28
Nov 2024,56372.5,53907.23,2465.27
Dec 2024,53276.44,32421.87,20854.57
Nov 2024,51346.79,41208.07,10138.72
Oct 2024,77231.29,53942.81,23288.48
May 2025,40373.01,29720.38,10652.63
Oct 2024,59177.5,47840.41,11337.09
Aug 2024,42742.78,31671.85,11070.93
May 2025,31196.14,29094.97,2101.17
Sep 2024,32192.77,26312.72,5880.05
Aug 2024,52448.85,32465.17,19983.68
May 2025,45293.82,36157.29,9136.53
Jul 2024,69084.66,45515.86,23568.8
Sep 2024,77768.66,31456.02,46312.64
Oct 2024,78565.8,28033.89,50531.91
Jun 2025,34263.13,32628.06,1635.07
Dec 2024,65427.83,45509.65,19918.18
Sep 2024,67116.62,57637.8,9478.82
Jun 2024,78621.62,73193.34,5428.28
Jul 2024,54227.82,34757.47,19470.35
Jun 2025,34627.39,33489.07,1138.32
Jun 2025,44924.01,35682.31,9241.7
Nov 2024,39976.77,31751.84,8224.93
Nov 2024,30424.1,25679.9,4744.2
Dec 2024,41612.38,37662.66,3949.72
Jan 2025,75763.15,25549.13,50214.02
Apr 2025,57277.36,52234.96,5042.4
May 2025,56342.16,52429.21,3912.95
Feb 2025,53923.93,45280.23,8643.7
Sep 2024,68750.57,60744.1,8006.47
Feb 2025,31874.14,26279.66,5594.48
Aug 2024,68682.68,32000.12,36682.56
Jan 2025,49898.33,41275.84,8622.49
Nov 2024,71143.18,39830.14,31313.04
Nov 2024,43989.37,26146.96,17842.41
Jan 2025,68149.85,66638.67,1511.18
Aug 2024,51044.3,49112.54,1931.76
Mar 2025,78062.69,59959.61,18103.08
Jan 2025,56302.75,46974.04,9328.71
Oct 2024,74260.64,53770.88,20489.76
Jun 2025,79543.58,66517.71,13025.87
Aug 2024,52970.41,28160.1,24810.31
Jun 2025,31022.33,25298.03,5724.3
Dec 2024,75673.5,36821.76,38851.74
Oct 2024,59623.73,25831.34,33792.39
Jun 2025,39393.99,32173.78,7220.21
May 2025,47350.44,32362.69,14987.75
May 2025,61741.24,37716.91,24024.33
Dec 2024,49308.13,31727.03,17581.1
Feb 2025,68054.42,56906.74,11147.68
Aug 2024,57497.9,55352.62,2145.28
Sep 2024,45744.51,29590.17,16154.34
May 2025,78539.31,59106.08,19433.23
Mar 2025,33584.53,31722.46,1862.07
Dec 2024,39766.0,25488.03,14277.97
Aug 2024,42296.56,30487.01,11809.55
Jan 2025,75047.5,66696.58,8350.92
Aug 2024,49220.66,35572.69,13647.97
Aug 2024,73962.33,38210.72,35751.61
Jan 2025,39764.26,30129.33,9634.93
Jan 2025,73599.81,52951.27,20648.54
Apr 2025,42641.18,40332.6,2308.58
Apr 2025,39207.32,29471.22,9736.1
Jan 2025,67781.75,60498.99,7282.76
Aug 2024,77611.48,42999.94,34611.54
Dec 2024,52542.94,39682.28,12860.66
Dec 2024,39086.75,26625.1,12461.65
Jul 2024,64788.63,32501.02,32287.61
Sep 2024,65889.78,26297.85,39591.93
Aug 2024,68460.32,65054.27,3406.05
Oct 2024,76238.07,66758.52,9479.55
Mar 2025,68947.03,36424.83,32522.2
Jan 2025,60966.83,53791.34,7175.49
Jan 2025,32535.95,30096.96,2438.99
Aug 2024,47554.13,33515.99,14038.14
Oct 2024,70904.82,60286.1,10618.72
Jul 2024,67532.25,46316.44,21215.81
Oct 2024,61815.31,37558.62,24256.69
Dec 2024,61491.1,31364.99,30126.11
Nov 2024,46767.58,26346.84,20420.74
Apr 2025,75861.25,71047.49,4813.76
Jun 2025,48208.81,38010.96,10197.85
May 2025,40131.27,38128.07,2003.2
Jul 2024,51128.89,27523.54,23605.35
Jun 2025,39158.62,33694.59,5464.03
May 2025,52463.66,38836.74,13626.92
May 2025,56693.71,50070.26,6623.45
Dec 2024,59665.9,51746.32,7919.58
Feb 2025,58691.72,52497.41,6194.31
Sep 2024,46809.43,30840.9,15968.53
Sep 2024,71385.42,33733.87,37651.55
Feb 2025,40528.69,25870.45,14658.24
Mar 2025,63990.74,54482.72,9508.02
Aug 2024,49584.71,29077.34,20507.37
Oct 2024,47998.45,46909.11,1089.34
May 2025,51867.99,44822.13,7045.86
Apr 2025,55408.33,51792.45,3615.88
Nov 2024,48686.73,37232.73,11454.0
Jul 2024,56430.29,45106.91,11323.38
Jun 2025,78469.54,58229.35,20240.19
Nov 2024,49401.09,40455.45,8945.64
Feb 2025,32791.85,28670.72,4121.13
Dec 2024,76789.93,45147.09,31642.84
Oct 2024,50836.17,31612.13,19224.04
Jan 2025,38959.77,28767.53,10192.24
Jan 2025,71145.58,57724.9,13420.68
May 2025,55088.47,34271.44,20817.03
Feb 2025,42186.64,35100.56,7086.08
Nov 2024,66067.05,46725.85,19341.2
Mar 2025,73734.81,34936.38,38798.43
May 2025,70978.06,67181.98,3796.08
Nov 2024,58281.11,40097.81,18183.3
Jun 2025,72734.83,33638.11,39096.72
Apr 2025,43209.02,34038.39,9170.63
Feb 2025,49968.7,44667.07,5301.63
Feb 2025,41092.31,36964.9,4127.41
Sep 2024,39064.82,25793.49,13271.33
Jul 2024,49143.7,47092.94,2050.76
Oct 2024,61264.54,51281.29,9983.25
Jul 2024,71553.65,44135.75,27417.9
May 2025,49510.7,26118.49,23392.21
Apr 2025,44863.64,35227.57,9636.07
Feb 2025,40573.99,31794.19,8779.8
May 2025,58525.94,54685.72,3840.22
Jul 2024,76966.41,28583.03,48383.38
Mar 2025,48537.16,30042.8,18494.36
Apr 2025,39725.97,33118.1,6607.87
Jul 2024,41912.51,26129.37,15783.14
Feb 2025,64335.45,39283.52,25051.93
May 2025,60104.76,49368.1,10736.66
Nov 2024,74149.14,42354.87,31794.27
Sep 2024,73091.74,63072.68,10019.06
Jun 2025,38760.61,30416.78,8343.83
May 2025,66091.67,36538.89,29552.78
Apr 2025,50533.55,33373.64,17159.91
Dec 2024,72299.15,40024.46,32274.69
Aug 2024,56962.84,39817.71,17145.13
Mar 2025,56493.7,25589.42,30904.28
Dec 2024,76047.58,57580.61,18466.97
Jun 2025,30251.15,26169.46,4081.69
Mar 2025,50075.31,37582.54,12492.77
Nov 2024,56686.06,39527.25,17158.81
Jun 2025,38134.35,26345.06,11789.29
Jul 2024,69201.9,47557.92,21643.98
Feb 2025,78901.85,46650.09,32251.76
Feb 2025,53771.65,50762.58,3009.07
May 2025,47976.9,40557.77,7419.13
Jan 2025,68127.52,65158.8,2968.72
Jan 2025,31506.29,27004.19,4502.1
Mar 2025,75500.95,54779.44,20721.51
Sep 2024,30752.13,28527.19,2224.94
Nov 2024,37409.13,26079.66,11329.47
May 2025,62521.12,46780.58,15740.54
Dec 2024,78822.89,51063.13,27759.76
Dec 2024,75904.84,41577.17,34327.67
Nov 2024,30355.0,26411.13,3943.87
Feb 2025,60502.02,39294.09,21207.93
Sep 2024,71537.24,42654.19,28883.05
Mar 2025,30423.17,28940.93,1482.24
Feb 2025,41220.72,26801.49,14419.23
Aug 2024,39858.22,27660.96,12197.26
Dec 2024,44015.02,27181.34,16833.68
Jul 2024,73693.99,32979.62,40714.37
Jan 2025,69406.0,28489.76,40916.24
Jul 2024,47531.95,42659.46,4872.49
Mar 2025,41922.64,30303.9,11618.74
Jul 2024,70020.97,49981.87,20039.1
Jul 2024,55917.13,25263.35,30653.78
